﻿Title:,"Table 6 - Tuition fees and education contracts analysed by HE provider, domicile, mode, level, source"
Subtitle:,"Academic years 2016/17 to 2023/24"
Reference ID:,DT031 Table 6
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-6
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-6.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Source of fee,Total 
,Academic year,2018/19 
,Financial Year End,All 
Search:,


"","","","","(£000s)",""
"UKPRN","HE Provider","Financial Year End","Total Home fees","Total Rest of UK fees","Total UK fees","Total EU fees","Total UK and EU fees","Total Non-EU fees","Total HE course fees","Total research training support grants","Non-credit bearing course fees","FE course fees","Total tuition fees and education contracts"
"10067648","University Academy 92 Limited","2019-07-31","","","0","0","0","0","0","0","0","0","0"
"10068157","University Centre Peterborough","2019-07-31","","","0","0","0","0","0","0","0","0","0"
"10007114","University of the Highlands and Islands","2019-07-31","8,981","778","9,759","1,142","10,901","928","11,829","12","0","0","11,841"
"10007807","Ulster University","2019-07-31","68,900","2,873","71,773","4,276","76,049","3,647","79,696","0","1,083","0","80,779"
"10039956","The University of Law","2018-11-30","","","64,380","2,458","66,838","5,889","72,727","0","0","0","72,727"
"10007784","University College London","2019-07-31","","","139,553","48,904","188,457","299,751","488,208","33,996","31,651","0","553,855"
"10007793","University of South Wales","2019-07-31","81,431","28,351","109,782","8,134","117,916","15,073","132,989","0","2,829","53","135,871"
"10008574","The University of Wales (central functions)","2019-07-31","0","0","0","0","0","0","0","0","0","0","0"
"10007163","The University of Warwick","2019-07-31","","","129,309","26,788","156,097","166,731","322,828","12,089","6,083","3,496","344,496"
"10007361","Waverley Abbey College","2018-08-31","","","692","0","692","0","692","0","46","0","738"
"10007164","University of the West of England, Bristol","2019-07-31","","","161,592","9,839","171,431","26,491","197,922","0","5,972","0","203,894"
"10007800","The University of the West of Scotland","2019-07-31","18,582","1,772","20,354","1,002","21,356","8,942","30,298","0","419","0","30,717"
"10032288","West Dean College","2018-09-30","","","400","187","587","173","760","0","0","0","760"
"10006566","The University of West London","2019-07-31","","","61,862","8,974","70,836","6,463","77,299","0","70","114","77,483"
"10007165","The University of Westminster","2019-07-31","","","92,986","18,330","111,316","48,678","159,994","33","3,761","0","163,788"
"10003614","The University of Winchester","2019-07-31","","","55,637","994","56,631","4,135","60,766","0","1,068","0","61,834"
"10007166","The University of Wolverhampton","2019-07-31","","","118,330","2,000","120,330","9,412","129,742","0","786","0","130,528"
"10007139","University of Worcester","2019-07-31","","","69,047","3,985","73,032","1,690","74,722","0","2,247","0","76,969"
"10007833","Wrexham University","2019-07-31","17,896","5,332","23,228","1,465","24,693","1,218","25,911","0","0","0","25,911"
"10007657","Writtle University College","2019-07-31","","","5,716","166","5,882","471","6,353","0","542","437","7,332"
"10007713","York St John University","2019-07-31","","","50,472","431","50,903","3,121","54,024","0","837","0","54,861"
"10007167","The University of York","2019-07-31","","","114,907","5,964","120,871","53,129","174,000","9,827","4,698","0","188,525"
"","Total","","747,270","490,606","12,159,940","1,218,205","13,378,145","6,001,768","19,379,913","428,543","623,157","104,345","20,535,958"
