﻿Title:,"Table 6 - Tuition fees and education contracts analysed by HE provider, domicile, mode, level, source"
Subtitle:,"Academic years 2016/17 to 2023/24"
Reference ID:,DT031 Table 6
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-6
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-6.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Source of fee,Total 
,Academic year,2019/20 
,Financial Year End,All 
Search:,


"","","","","(£000s)",""
"UKPRN","HE Provider","Financial Year End","Total Home fees","Total Rest of UK fees","Total UK fees","Total EU fees","Total UK and EU fees","Total Non-EU fees","Total HE course fees","Total research training support grants","Non-credit bearing course fees","FE course fees","Total tuition fees and education contracts"
"10007804","The University of Stirling","2020-07-31","13,873","6,906","20,779","2,318","23,097","15,140","38,237","447","366","0","39,050"
"10037449","University of St Mark and St John","2020-07-31","","","21,264","212","21,476","83","21,559","0","0","0","21,559"
"10008010","Stranmillis University College","2020-07-31","4,056","5","4,061","43","4,104","28","4,132","0","0","0","4,132"
"10007805","The University of Strathclyde","2020-07-31","32,908","5,799","38,707","4,596","43,303","53,801","97,104","8,008","4,422","0","109,534"
"10014001","University of Suffolk","2020-07-31","","","60,390","2,162","62,552","929","63,481","0","321","0","63,802"
"10007159","The University of Sunderland","2020-07-31","","","79,377","10,470","89,847","40,723","130,570","174","993","0","131,737"
"10007160","The University of Surrey","2020-07-31","","","88,613","17,572","106,185","52,996","159,181","4,182","2,913","0","166,276"
"10007806","The University of Sussex","2020-07-31","","","110,383","12,812","123,195","72,830","196,025","31","2,349","0","198,405"
"10007855","Swansea University","2020-07-31","61,398","64,370","125,768","7,162","132,930","37,952","170,882","0","315","0","171,197"
"10020381","Tavistock and Portman NHS Foundation Trust","2020-03-31","","","0","0","0","0","0","0","2,138","0","2,138"
"10083403","The Engineering and Design Institute London","2020-07-31","","","0","0","0","0","0","0","0","0","0"
"10007161","Teesside University","2020-07-31","","","97,150","1,914","99,064","16,454","115,518","0","669","0","116,187"
"10082743","ThinkSpace Education Limited","2020-07-31","","","138","91","229","159","388","0","339","0","727"
"10008017","Trinity Laban Conservatoire of Music and Dance","2020-07-31","","","7,634","2,052","9,686","2,400","12,086","0","2,356","0","14,442"
"10007858","University of Wales Trinity Saint David","2020-07-31","41,001","27,513","68,514","2,357","70,871","4,969","75,840","0","0","1,760","77,600"
"10067648","University Academy 92 Limited","2020-07-31","","","0","0","0","0","0","0","0","0","0"
"10068157","University Centre Peterborough","2020-07-31","","","1,558","0","1,558","8","1,566","0","0","0","1,566"
"10007114","University of the Highlands and Islands","2020-07-31","9,366","858","10,224","465","10,689","934","11,623","0","0","0","11,623"
"10007807","Ulster University","2020-07-31","71,750","3,114","74,864","4,399","79,263","5,191","84,454","0","834","0","85,288"
"10039956","The University of Law","2019-11-30","","","74,343","2,892","77,235","9,148","86,383","0","4,171","0","90,554"
"10007784","University College London","2020-07-31","","","138,813","50,434","189,247","351,835","541,082","34,562","27,240","0","602,884"
"10007793","University of South Wales","2020-07-31","75,743","29,044","104,787","9,766","114,553","20,930","135,483","0","2,586","50","138,119"
"10008574","The University of Wales (central functions)","2020-07-31","0","0","0","0","0","0","0","0","0","0","0"
"10029843","Waltham International College Limited","2020-07-31","","","0","0","0","0","0","0","0","1,134","1,134"
"10007163","The University of Warwick","2020-07-31","","","137,015","25,490","162,505","177,465","339,970","11,397","3,987","4,716","360,070"
"10007361","Waverley Abbey College","2019-08-31","","","877","4","881","4","885","0","36","0","921"
"10007164","University of the West of England, Bristol","2020-07-31","","","171,794","9,676","181,470","34,795","216,265","0","6,084","0","222,349"
"10007800","The University of the West of Scotland","2020-07-31","19,101","2,432","21,533","1,565","23,098","10,741","33,839","0","1,687","0","35,526"
"10032288","West Dean College","2019-09-30","","","497","205","702","230","932","0","1,829","0","2,761"
"10006566","The University of West London","2020-07-31","","","66,093","12,483","78,576","11,014","89,590","0","54","88","89,732"
"10007165","The University of Westminster","2020-07-31","","","99,824","17,910","117,734","54,321","172,055","48","2,241","0","174,344"
"10003614","The University of Winchester","2020-07-31","","","58,929","1,099","60,028","4,337","64,365","0","1,333","0","65,698"
"10007166","The University of Wolverhampton","2020-07-31","","","115,457","2,123","117,580","13,788","131,368","0","138","0","131,506"
"10007139","University of Worcester","2020-07-31","","","67,552","4,183","71,735","2,150","73,885","0","2,547","0","76,432"
"10007833","Wrexham University","2020-07-31","19,414","5,232","24,646","795","25,441","1,480","26,921","0","0","0","26,921"
"10007657","Writtle University College","2020-07-31","","","5,921","118","6,039","299","6,338","0","353","409","7,100"
"10007713","York St John University","2020-07-31","","","50,302","582","50,884","5,213","56,097","0","761","0","56,858"
"10007167","The University of York","2020-07-31","","","115,650","6,298","121,948","62,287","184,235","9,728","2,693","0","196,656"
"","Total","","763,009","498,865","12,519,417","1,255,171","13,774,588","6,908,932","20,683,520","405,019","654,843","192,253","21,935,635"
