﻿Title:,"Table 8 - Expenditure - breakdown by HE provider, activity, HESA cost centre and academic year"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Search by HE provider
,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre group,Total expenditure 
,HESA cost centre,Total expenditure 
,Academic year,2020/21 
,Financial Year End,All 
Search:,


"","","","","Activity (£000s)",""
"UKPRN","HE Provider","Financial Year End","Academic staff costs","Other staff costs","Total staff costs","Restructuring costs","Other operating expenses","Depreciation and amortisation","Interest and other finance costs","Total expenditure"
"10007807","Ulster University","2021-07-31","80,451","56,355","136,806","0","64,244","15,927","5,830","222,807"
"10039956","The University of Law","2020-11-30","22,314","23,010","45,324","0","40,677","9,294","3,688","98,983"
"10007784","University College London","2021-07-31","584,390","298,774","883,164","0","518,533","102,463","6,288","1,510,448"
"10007793","University of South Wales","2021-07-31","62,498","57,809","120,307","0","55,579","13,673","4,875","194,434"
"10008574","The University of Wales (central functions)","2021-07-31","0","1,220","1,220","8","1,313","146","54","2,741"
"10029843","Waltham International College Limited","2021-07-31","1,720","830","2,550","0","1,574","30","0","4,154"
"10007163","The University of Warwick","2021-07-31","193,387","175,097","368,484","0","197,717","52,983","8,491","627,675"
"10007361","Waverley Abbey College","2020-08-31","248","1,504","1,752","47","1,512","89","7","3,407"
"10007164","University of the West of England, Bristol","2021-07-31","98,220","88,888","187,108","0","93,502","26,601","5,750","312,961"
"10007800","The University of the West of Scotland","2021-07-31","47,365","28,207","75,572","497","31,593","12,853","6,319","126,834"
"10032288","West Dean College","2020-09-30","649","4,438","5,087","203","4,656","421","136","10,503"
"10006566","The University of West London","2021-07-31","35,681","19,329","55,010","142","58,766","6,051","3,630","123,599"
"10007165","The University of Westminster","2021-07-31","73,970","51,607","125,577","0","61,522","16,487","4,212","207,798"
"10003614","The University of Winchester","2021-07-31","22,900","22,572","45,472","0","25,298","6,164","2,455","79,389"
"10007166","The University of Wolverhampton","2021-07-31","61,256","61,756","123,012","0","45,162","18,810","2,643","189,627"
"10007139","University of Worcester","2021-07-31","29,960","25,976","55,936","0","29,940","4,155","4,124","94,155"
"10007833","Wrexham University","2021-07-31","12,257","11,738","23,995","0","17,608","2,838","880","45,321"
"10007657","Writtle University College","2021-07-31","5,100","6,803","11,903","90","4,831","1,542","321","18,687"
"10007713","York St John University","2021-07-31","21,693","20,833","42,526","0","21,792","3,980","1,090","69,388"
"10007167","The University of York","2021-07-31","127,058","119,066","246,124","0","133,947","32,334","10,276","422,681"
"","Total","","12,629,325","11,033,202","23,662,527","99,912","14,924,160","2,966,327","795,408","42,448,334"
