﻿Title:,"Table 49 - HE student enrolments by HE provider and subject of study"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 49
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE provider","01 Medicine and dentistry","02 Subjects allied to medicine","03 Biological and sport sciences","04 Psychology","05 Veterinary sciences","06 Agriculture, food and related studies","07 Physical sciences","09 Mathematical sciences","10 Engineering and technology","11 Computing","13 Architecture, building and planning","26 Geography, earth and environmental studies (natural sciences)","15 Social sciences","16 Law","17 Business and management","19 Language and area studies","20 Historical, philosophical and religious studies","22 Education and teaching","23 Combined and general studies","24 Media, journalism and communications","25 Design, and creative and performing arts","26 Geography, earth and environmental studies (social sciences)","Total"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","75"
"10007799","Newcastle University","3,000","2,430","1,475","1,205","0","300","735","620","2,760","1,670","1,190","475","1,805","800","3,260","2,025","1,140","365","580","925","580","505","27,850"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","0","0","0","0","0","0","55"
"10048199","Northeastern University London","0","0","5","20","0","0","0","20","0","240","0","0","70","75","120","40","145","0","5","0","0","0","735"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","275","0","0","0","0","275"
"10007138","The University of Northampton","5","3,330","535","1,185","0","0","5","0","495","770","50","75","1,470","625","5,270","85","95","885","0","245","1,880","0","17,000"
"10009614","Grŵp NPTC Group","0","0","15","0","0","5","0","0","45","20","55","0","30","0","0","0","0","0","0","0","10","0","190"
"10008816","Northern School of Contemporary Dance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","270","0","270"
"10004740","Northern College of Acupuncture","0","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160"
"10001282","University of Northumbria at Newcastle","10","3,940","1,355","2,605","0","0","675","120","1,375","2,570","2,470","285","3,495","1,720","7,790","585","360","775","205","355","1,765","110","32,565"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","0","0","585","85","0","0","0","125","0","0","10","0","0","2,030","0","2,835"
"10007154","University of Nottingham","2,920","4,480","1,720","1,590","1,670","350","1,755","965","4,420","1,670","1,135","505","3,305","1,300","3,465","1,840","1,925","1,425","355","490","110","495","37,890"
"10004797","The Nottingham Trent University","30","2,695","2,265","2,720","210","755","940","535","2,110","2,000","1,995","145","4,450","2,880","8,100","390","380","1,355","110","1,080","5,520","85","40,755"
"10007773","The Open University","0","6,525","3,555","21,250","0","0","3,650","3,935","5,780","11,505","15","3,410","14,545","7,640","11,445","6,365","5,735","7,860","25,885","0","990","130","140,215"
"10004930","Oxford Brookes University","105","2,965","825","560","15","100","0","30","975","550","1,800","105","2,725","610","4,805","470","290","870","125","455","495","10","18,885"
"10007774","The University of Oxford","1,675","1,315","1,390","380","0","10","2,125","1,390","1,500","900","65","480","2,465","1,340","1,320","2,860","3,880","680","2,840","45","420","265","27,340"
"10066143","Paris Dauphine International","0","0","0","0","0","0","0","0","0","0","0","0","70","0","130","0","0","0","0","0","0","0","200"
"10083464","Peking University HSBC Business School UK Campus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","25"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","225","0","225"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","5","0","30","935","0","1,035"
"10007801","University of Plymouth","1,455","5,815","1,015","1,170","0","85","130","185","985","850","530","1,080","1,280","420","2,055","265","285","1,050","5","25","980","165","19,830"
"10019178","Point Blank Music School","0","0","0","0","0","0","0","0","525","0","0","0","0","0","0","0","0","0","0","0","355","0","875"
"10007155","The University of Portsmouth","170","2,175","1,170","1,240","0","0","545","305","2,515","2,735","1,300","585","3,600","790","5,210","810","150","880","25","470","1,415","65","26,160"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","25"
"10005337","Queen Margaret University, Edinburgh","0","3,715","0","290","0","0","0","0","0","0","0","0","235","0","715","65","0","765","20","490","495","0","6,790"
"10007775","Queen Mary University of London","4,425","1,080","1,040","625","0","0","845","1,260","2,135","2,255","0","335","3,680","2,320","3,860","1,200","770","265","40","220","180","150","26,690"
"10025197","University Centre Quayside Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155","0","0","0","0","0","0","0","155"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175","0","175"
"10005544","Royal Academy of Dance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","145","0","245"
"10005378","Rambert School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145","0","145"
"10005389","Ravensbourne University London","0","0","0","20","0","0","0","0","75","405","260","0","0","0","1,400","0","0","0","80","125","1,720","0","4,080"
"10005470","Richmond, The American International University in London","0","0","0","60","0","0","0","0","0","50","0","0","100","0","560","0","30","0","0","105","15","0","915"
"10007802","The University of Reading","70","1,790","715","1,485","0","525","205","215","150","605","725","400","1,500","1,175","6,050","690","795","1,475","55","70","585","210","19,485"
"10086591","Regent's University London Limited","0","260","0","95","0","0","0","25","0","25","0","0","30","0","1,135","10","5","20","230","80","225","0","2,150"
"10021100","Regents Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","0","0","0","10","0","140"
"10023871","Results Consortium Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","355","0","0","85","0","0","0","0","445"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","50"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","400","0","0","575","0","3,050","0","0","0","0","0","0","0","4,025"
"10005500","Robert Gordon University","0","4,905","225","100","0","0","145","0","595","1,095","640","0","940","745","3,310","0","0","335","1,200","915","680","0","15,825"
"10007776","Roehampton University","0","1,595","415","785","0","0","0","75","145","625","0","0","715","455","5,480","295","375","1,095","60","325","355","0","12,795"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","50","100","0","0","0","0","0","0","0","10","0","0","870","0","1,025"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","785","0","785"
"10005545","Royal Agricultural University","0","0","60","0","0","670","0","0","0","0","5","0","0","0","340","0","0","0","15","0","0","0","1,100"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","0","0","185","0","0","0","0","0","70","0","0","0","2,730","0","2,985"
"10007778","Royal College of Music","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","910","0","935"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","0","0","1,100","0","1,260"
"10007816","The Royal Central School of Speech and Drama","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","0","1,010"
"10005553","Royal Holloway and Bedford New College","0","260","570","1,250","0","5","285","185","140","1,440","0","295","1,870","1,040","2,740","750","850","155","105","275","660","140","13,005"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","890","0","890"
"10007779","The Royal Veterinary College","0","0","215","0","2,060","195","0","0","0","0","0","0","0","0","0","0","0","40","40","0","0","0","2,550"
"10007803","The University of St. Andrews","715","110","705","685","0","5","1,175","670","0","705","0","630","1,930","0","675","1,825","1,825","25","205","150","0","125","12,160"
"10007839","SAE Education Limited","0","0","0","0","0","0","0","0","265","165","0","0","0","0","10","0","0","0","0","30","260","0","730"
"10007782","St George's, University of London","1,425","2,095","135","0","0","0","0","0","0","0","0","0","185","0","0","0","0","50","20","0","5","0","3,920"
"10008026","St Mary's University College","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","720","280","0","0","0","1,005"
"10007843","St Mary's University, Twickenham","0","690","1,250","255","0","0","0","0","10","0","0","0","180","385","1,635","80","245","1,480","20","130","195","0","6,555"
"10007156","The University of Salford","65","7,455","1,125","605","0","0","525","70","1,545","1,510","1,750","130","1,320","1,805","3,755","380","85","60","0","785","3,275","20","26,260"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","45"
"10008362","London School of Science and Technology Limited","0","0","0","0","0","0","0","0","0","5","0","0","5","0","40","0","0","0","0","0","0","0","50"
"10007780","SOAS University of London","0","0","0","0","0","0","0","10","0","0","0","0","2,530","1,005","535","910","605","0","340","65","75","0","6,075"
"10005700","SRUC","0","0","0","0","145","1,270","0","0","0","0","0","105","0","0","125","0","0","40","0","0","0","30","1,720"
"10005790","Sheffield Hallam University","0","8,650","1,350","1,430","0","245","170","265","2,605","2,350","1,220","325","3,400","1,545","6,285","425","175","2,025","20","860","1,895","105","35,340"
"10007157","The University of Sheffield","2,355","2,570","1,235","1,360","0","10","840","660","5,940","1,310","1,750","245","3,450","1,065","3,230","1,705","1,215","655","0","1,355","310","210","31,475"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240"
"10006022","Solent University","0","585","995","230","0","0","10","0","1,005","1,005","280","0","375","180","2,370","15","0","25","100","475","1,715","0","9,370"
"10007158","The University of Southampton","1,615","1,865","1,460","1,045","0","0","1,200","1,085","3,640","1,620","5","895","1,700","675","4,110","630","945","1,045","105","615","1,565","140","25,955"
"10006093","Spurgeon's College","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","0","0","0","0","215"
"10006299","Staffordshire University","20","2,965","490","765","0","25","305","0","1,305","3,670","0","0","1,235","3,225","3,850","50","35","1,125","110","155","2,105","0","21,445"
"10008098","Study Group","0","0","45","0","0","0","35","0","195","150","0","0","540","70","775","0","0","0","305","55","0","0","2,165"
"10007804","The University of Stirling","0","1,755","1,340","1,040","20","80","20","155","0","750","115","355","1,800","545","2,710","555","505","810","0","735","75","30","13,390"
"10037449","University of St Mark and St John","0","395","405","150","0","0","50","0","5","0","0","0","195","0","30","25","0","870","110","95","360","0","2,680"
"10008010","Stranmillis University College","0","0","50","0","0","0","0","10","0","0","0","0","485","0","25","0","30","775","0","0","20","0","1,390"
"10007805","The University of Strathclyde","0","1,860","560","735","0","0","1,395","775","5,225","1,285","635","60","1,910","1,240","4,010","725","655","2,625","640","320","150","50","24,860"
"10014001","University of Suffolk","5","1,410","195","140","0","15","15","0","25","300","25","75","930","50","9,895","80","85","190","45","20","210","0","13,700"
"10007159","The University of Sunderland","420","5,500","375","495","0","0","285","5","565","960","0","0","1,625","585","7,240","945","0","1,320","10","300","720","0","21,350"
"10007160","The University of Surrey","60","2,775","650","1,160","845","90","580","270","1,915","950","0","145","1,265","535","3,025","310","5","235","20","100","715","0","15,645"
"10007806","The University of Sussex","680","810","645","2,110","0","5","430","365","610","1,060","0","130","4,135","1,290","3,915","670","665","1,015","95","740","455","215","20,035"
"10007855","Swansea University","565","3,380","1,440","1,025","0","0","440","190","3,000","1,525","0","310","2,635","1,215","2,885","490","540","420","985","380","0","85","21,510"
"10083403","The Engineering and Design Institute London","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10007161","Teesside University","140","7,150","505","860","0","605","445","35","3,555","3,305","100","40","1,680","800","3,080","235","105","1,125","5","450","610","240","25,055"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","0","45","15","0","0","0","0","5","0","0","0","0","0","70","0","130"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,230","0","1,230"
"10007858","University of Wales Trinity Saint David","0","220","340","160","0","55","0","0","1,080","1,005","250","40","2,375","1,410","6,570","300","455","1,185","0","0","1,280","0","16,720"
"10068157","University Centre Peterborough","0","15","45","35","0","15","25","0","35","30","0","0","25","0","45","10","15","70","0","35","320","0","725"
"10007114","University of the Highlands and Islands","50","1,090","450","210","0","385","90","0","710","400","155","310","2,000","5","1,215","345","485","730","90","110","815","10","9,655"
"10007807","Ulster University","560","5,285","905","650","0","70","310","0","1,905","2,120","1,190","410","2,985","750","11,300","430","180","540","370","675","1,445","10","32,085"
"10039956","The University of Law","0","0","0","65","0","0","0","0","0","360","0","0","275","14,030","1,415","0","25","130","10","0","0","5","16,310"
"10007784","University College London","5,305","3,965","2,130","2,850","0","0","3,140","1,685","4,215","1,830","3,110","980","6,225","1,340","2,100","2,065","2,480","5,090","1,700","600","385","615","51,810"
"10007793","University of South Wales","55","5,200","1,670","865","85","90","360","105","1,825","1,515","580","115","1,500","2,960","4,550","80","135","1,330","130","465","2,500","75","26,180"
"10029843","Waltham International College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","35"
"10007163","The University of Warwick","1,330","765","1,165","800","0","0","1,395","2,360","3,605","1,080","0","295","4,740","1,115","5,705","1,305","1,535","935","360","315","275","0","29,075"
"10007361","Waverley Abbey College","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","240"
"10007164","University of the West of England, Bristol","0","7,100","705","1,245","0","0","480","110","2,645","2,650","2,835","180","5,170","2,400","7,005","460","275","1,430","40","695","3,025","370","38,820"
"10007800","The University of the West of Scotland","0","4,220","1,130","580","0","5","245","35","655","1,365","0","30","2,780","240","6,005","85","0","1,245","60","145","725","0","19,555"
"10032288","West Dean College","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","15","40","0","0","0","210","0","270"
"10006566","The University of West London","0","3,865","10","525","0","70","180","30","430","1,790","295","0","585","345","8,545","40","0","255","155","100","2,155","0","19,375"
"10007165","The University of Westminster","0","510","1,875","1,285","0","0","0","0","200","2,055","2,650","0","1,360","1,425","5,545","635","80","125","740","820","2,495","0","21,805"
"10003614","The University of Winchester","0","830","195","570","0","35","0","25","0","340","0","55","1,435","305","935","365","665","1,390","35","270","620","0","8,065"
"10007166","The University of Wolverhampton","0","6,565","710","2,145","0","25","170","70","720","1,125","755","20","2,245","685","2,280","315","245","1,405","5","85","645","0","20,200"
"10007139","University of Worcester","5","3,355","995","475","0","0","75","0","50","180","0","70","880","225","920","150","95","1,580","15","90","380","30","9,565"
"10007833","Wrexham University","0","1,235","105","280","55","105","110","50","570","900","75","0","800","70","2,255","145","40","1,130","60","85","480","0","8,545"
"10007657","Writtle University College","0","15","40","0","275","440","0","0","0","0","15","0","0","0","0","0","0","0","0","0","5","0","795"
"10007713","York St John University","0","875","360","535","0","0","0","0","0","635","0","80","710","505","2,590","820","310","715","20","230","860","30","9,275"
"10007167","The University of York","760","860","1,365","965","0","0","1,835","710","725","1,890","35","310","3,220","1,050","2,810","1,420","2,030","835","165","260","945","315","22,510"
"","Total","84,230","369,455","117,830","141,065","12,280","19,805","66,305","46,090","185,830","180,640","67,035","33,270","285,540","146,590","587,165","84,890","79,040","130,000","50,805","48,435","188,535","12,325","2,937,155"
