﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Antrim and Newtownabbey","Armagh, Banbridge and Craigavon","Belfast","Causeway Coast and Glens","Derry and Strabane","Fermanagh and Omagh","Lisburn and Castlereagh","Mid Ulster","Mid and East Antrim","North Down and Ards","Newry, Mourne and Down","Northern Ireland (district council area unknown)","Total Northern Ireland","Total"
"10032288","West Dean College","0","0","0","0","0","0","0","0","0","0","0","0","0","200"
"10006566","The University of West London","5","0","0","0","0","0","0","5","0","0","0","0","20","13,860"
"10007165","The University of Westminster","0","5","0","5","0","0","5","0","0","0","0","0","20","14,435"
"10003614","The University of Winchester","0","5","5","0","0","0","0","0","0","5","0","0","20","6,930"
"10007166","The University of Wolverhampton","5","5","15","5","0","5","5","0","5","0","5","0","50","17,290"
"10007139","University of Worcester","0","0","0","0","0","0","0","0","0","0","0","0","15","7,725"
"10007833","Wrexham University","5","5","5","5","0","0","0","5","5","0","5","0","35","6,095"
"10007657","Writtle University College","0","0","0","0","0","0","0","0","0","0","5","0","5","775"
"10007713","York St John University","0","0","5","0","5","0","5","0","0","5","0","0","25","7,170"
"10007167","The University of York","5","5","20","15","5","5","10","0","5","15","10","0","95","17,745"
"","Total","4,715","6,685","10,335","4,130","4,930","3,720","5,135","4,725","4,165","4,865","5,890","125","59,415","2,168,060"
