﻿Title:,"Table 28 - Non-UK permanent address students by HE provider and country of permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 28
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Austria","Belgium","Bulgaria","Canary Islands","Croatia","Cyprus (European Union)","Cyprus not otherwise specified","Czech Republic","Denmark","Estonia","Finland","France","French Guiana","Germany","Gibraltar","Greece","Guadeloupe","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Martinique","Netherlands","Poland","Portugal","Romania","Réunion","Slovakia","Slovenia","Åland Islands","Spain","Sweden","European Union not otherwise specified","Total European Union","Total"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10004079","London Studio Centre","0","0","0","0","0","5","0","0","5","0","0","5","0","0","0","0","0","0","10","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","35","55"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","115"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"10004113","Loughborough University","10","20","15","0","5","25","0","5","0","0","0","85","0","60","10","30","0","5","35","35","5","0","10","5","0","25","20","25","30","0","0","0","0","65","10","0","540","3,625"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10042679","International Business College Manchester Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10004180","The Manchester Metropolitan University","5","5","10","0","0","30","0","5","5","0","0","30","0","25","20","15","0","5","95","30","0","0","5","0","0","10","10","15","30","0","0","0","0","45","5","0","400","5,225"
"10007798","The University of Manchester","15","30","50","0","5","120","0","25","5","10","5","130","0","105","5","80","0","30","70","130","10","45","10","5","0","25","70","50","145","0","20","0","0","195","10","0","1,410","18,660"
"10009527","Istituto Marangoni Limited","0","5","5","0","0","0","0","5","0","0","0","20","0","15","0","10","0","0","5","40","5","0","0","0","0","5","5","5","5","0","0","0","0","55","10","0","200","1,255"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10004351","Middlesex University","5","10","20","0","0","0","0","15","15","0","0","20","0","20","5","25","0","0","30","55","10","5","0","10","0","5","65","55","40","0","15","0","0","25","40","0","495","4,475"
"10032277","The Minster Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","5","5","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","35","65"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","15","20"
"10001444","National Centre for Circus Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","20"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","20"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","20","45"
"10007799","Newcastle University","0","15","10","0","5","60","0","30","0","5","5","35","0","35","10","80","0","10","25","40","5","30","5","5","0","30","45","10","15","0","15","0","0","45","10","0","585","6,825"
"10048199","Northeastern University London","0","5","5","0","0","0","0","0","0","0","0","5","0","10","0","0","0","0","0","15","0","0","0","0","0","5","5","5","0","0","0","0","0","10","0","0","70","215"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15"
"10007138","The University of Northampton","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","5","0","0","45","5","0","0","0","0","0","5","5","10","15","0","0","0","0","10","0","0","115","3,955"
"10008816","Northern School of Contemporary Dance","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","30","60"
"10004740","Northern College of Acupuncture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10001282","University of Northumbria at Newcastle","5","5","5","0","0","80","0","55","0","0","0","15","0","20","10","25","0","5","55","15","5","30","0","0","0","10","50","15","20","0","5","0","0","20","0","0","460","7,685"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","35","185"
"10007154","University of Nottingham","5","10","10","0","5","75","0","5","5","5","5","70","0","40","10","50","0","10","45","65","5","5","5","5","0","20","30","30","20","0","10","0","0","60","10","0","620","7,815"
"10004797","The Nottingham Trent University","0","10","10","0","15","35","0","5","5","5","5","45","0","20","20","25","0","5","40","35","10","10","5","5","0","15","45","35","15","0","10","0","0","50","10","0","505","7,185"
"10007773","The Open University","0","5","0","0","0","15","0","0","0","0","0","10","0","20","0","0","0","0","10","5","0","0","0","0","0","10","0","0","0","0","0","0","0","10","0","0","100","230"
"10004930","Oxford Brookes University","5","15","10","0","0","15","0","10","10","0","5","60","0","45","10","30","0","10","30","85","5","10","5","0","0","10","25","25","30","0","5","0","0","75","10","0","540","3,470"
"10007774","The University of Oxford","50","90","35","0","10","30","0","50","40","5","25","255","0","550","5","60","0","35","130","200","5","25","25","5","0","125","130","30","110","0","25","10","0","145","45","0","2,255","9,970"
"10066143","Paris Dauphine International","0","0","0","0","0","0","0","0","0","0","0","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","150"
"10083464","Peking University HSBC Business School UK Campus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","90"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","60"
"10007801","University of Plymouth","0","10","5","0","0","10","0","5","0","0","5","30","0","60","15","35","0","5","35","30","0","5","0","0","0","10","15","25","15","0","0","0","0","35","5","0","360","2,775"
"10019178","Point Blank Music School","0","5","0","0","0","0","0","0","0","0","0","15","0","5","0","0","0","0","0","15","0","0","0","0","0","0","5","5","5","0","0","0","0","5","5","0","65","180"
"10007155","The University of Portsmouth","5","10","30","0","5","90","0","45","5","5","5","45","0","35","5","90","0","5","20","45","5","5","5","5","0","15","25","50","20","0","15","0","0","65","40","0","690","6,570"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10005337","Queen Margaret University, Edinburgh","0","0","5","0","0","5","0","0","5","0","20","15","0","25","0","30","0","5","390","35","0","0","0","5","0","15","5","0","0","0","5","0","0","25","5","0","615","1,300"
"10007775","Queen Mary University of London","25","40","25","0","5","135","0","15","5","5","10","220","0","115","5","135","0","20","30","165","10","20","10","10","0","30","75","50","55","0","10","5","0","105","15","0","1,340","8,785"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","35"
"10005544","Royal Academy of Dance","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","30"
"10005378","Rambert School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","60"
"10005389","Ravensbourne University London","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","5","0","0","0","0","0","0","5","5","5","0","0","0","0","10","20","0","70","2,355"
"10005470","Richmond, The American International University in London","0","5","0","0","0","0","0","0","0","0","0","10","0","10","0","0","0","0","0","25","0","0","0","0","0","0","5","0","0","0","0","0","0","5","15","0","90","965"
"10007802","The University of Reading","5","5","15","0","0","160","0","10","10","0","5","35","0","40","10","55","0","5","40","65","5","5","5","5","0","10","10","10","10","0","10","0","0","30","5","0","560","3,825"
"10086591","Regent's University London Limited","5","15","10","0","5","5","0","10","5","0","0","30","0","60","0","5","0","0","5","100","5","0","5","5","0","15","10","25","5","0","5","0","0","50","40","0","410","1,745"
"10021100","Regents Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","595"
"10005500","Robert Gordon University","0","0","40","0","0","5","0","10","5","5","10","10","0","25","0","25","0","10","170","25","5","10","0","0","0","5","20","5","15","0","10","0","0","25","5","0","440","2,365"
"10007776","Roehampton University","0","0","5","0","0","0","0","5","0","0","5","25","0","15","0","10","0","0","20","10","0","5","0","0","0","5","10","10","10","0","5","0","0","15","5","0","170","5,360"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","5","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","40","110"
"10007835","Royal Academy of Music","5","0","0","0","0","0","0","0","0","0","5","10","0","5","0","0","0","0","5","5","5","5","0","0","0","5","5","10","10","0","0","0","0","15","10","0","110","405"
"10005545","Royal Agricultural University","0","0","0","0","0","0","0","0","0","0","0","5","0","10","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","30","135"
"10007777","Royal College of Art","5","0","0","0","0","5","0","0","5","0","0","15","0","10","0","5","0","0","5","15","0","0","0","0","0","5","5","5","0","0","0","0","0","10","0","0","105","2,105"
"10007778","Royal College of Music","0","5","0","0","0","0","0","0","0","0","0","20","0","10","0","0","0","5","5","10","5","5","5","0","0","5","10","10","5","0","0","5","0","15","5","0","125","490"
"10005561","Royal Conservatoire of Scotland","0","5","0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","15","0","0","0","0","5","0","5","5","5","5","0","0","0","0","5","5","0","70","325"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","5","0","0","5","0","5","0","5","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","35","225"
"10005553","Royal Holloway and Bedford New College","10","10","15","0","0","10","0","10","0","5","5","60","0","45","5","45","0","15","20","60","5","5","5","0","0","15","20","15","15","0","5","0","0","50","10","0","450","2,480"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","15","5","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","50","310"
"10007779","The Royal Veterinary College","0","10","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","15","0","0","0","0","0","0","5","5","0","5","0","0","0","0","5","0","0","80","905"
"10007803","The University of St. Andrews","30","45","5","0","5","15","0","35","15","5","5","130","0","185","0","45","0","30","30","85","5","5","20","5","0","35","50","15","10","0","15","5","0","95","30","0","960","5,575"
"10007839","SAE Education Limited","5","10","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","45","135"
"10007782","St George's, University of London","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","10","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","45","255"
"10008026","St Mary's University College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","65"
"10007843","St Mary's University, Twickenham","0","5","15","0","0","0","0","5","0","0","0","20","0","15","15","5","0","5","60","35","0","5","5","10","0","20","15","20","60","0","15","0","0","20","0","0","355","1,230"
"10007156","The University of Salford","0","5","0","5","0","30","0","0","0","0","5","40","0","5","5","15","0","0","70","10","0","5","0","0","0","5","10","5","5","0","5","0","0","10","0","0","235","4,975"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007780","SOAS University of London","0","15","0","0","0","5","0","5","5","0","5","75","0","45","0","10","0","5","10","50","0","0","5","0","0","10","10","5","5","0","5","0","0","15","5","0","295","1,780"
"10005700","SRUC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"10005790","Sheffield Hallam University","0","0","0","0","10","25","0","0","0","0","0","5","0","55","20","5","0","0","20","5","0","0","0","0","0","5","0","0","5","0","0","0","0","15","0","0","185","4,755"
"10007157","The University of Sheffield","5","10","20","0","5","65","0","5","5","10","5","45","0","40","5","50","0","10","35","60","5","5","5","10","0","25","60","30","40","0","5","0","0","60","5","0","630","10,755"
"10006022","Solent University","5","0","15","0","0","20","0","15","0","0","5","15","0","20","10","25","0","5","10","20","0","5","0","5","0","10","30","55","30","0","5","0","0","40","10","0","355","1,865"
"10007158","The University of Southampton","5","15","50","5","5","120","0","10","5","5","5","60","0","120","5","60","0","15","45","65","5","5","5","5","0","25","30","15","35","0","5","0","0","70","10","0","805","10,380"
"10088214","S P Jain London School of Management Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10006093","Spurgeon's College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10006299","Staffordshire University","0","0","5","0","0","5","0","0","0","0","0","15","0","0","0","5","0","0","20","5","0","0","0","0","0","0","5","5","5","0","0","0","0","5","0","0","75","1,115"
"10008098","Study Group","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","1,890"
"10007804","The University of Stirling","10","15","10","5","10","15","0","15","10","0","30","60","0","80","5","35","0","30","115","70","0","0","15","10","0","30","15","10","5","0","5","5","0","65","20","0","710","3,295"
"10037449","University of St Mark and St John","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","5","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","85","105"
"10090767","St Padarn's Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10008010","Stranmillis University College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","25"
"10022944","Stratford College London","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","10","0","0","0","0","0","0","0","35","40"
"10007805","The University of Strathclyde","5","10","20","0","5","10","0","5","5","5","5","40","0","40","0","65","0","5","40","50","5","0","0","10","0","15","25","10","5","0","5","5","0","65","10","0","465","4,955"
"10014001","University of Suffolk","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","10","0","0","0","0","0","5","5","15","405","0","0","0","0","5","0","0","490","750"
"10007159","The University of Sunderland","0","0","5","0","0","50","0","0","0","0","5","0","0","5","0","75","0","0","65","5","0","5","0","0","0","0","5","20","10","0","0","0","0","5","0","0","255","7,020"
"10007160","The University of Surrey","5","10","20","0","0","70","0","5","5","0","10","50","0","30","5","100","0","10","35","65","0","0","5","5","0","15","5","20","10","0","5","0","0","50","5","0","540","3,915"
"10007806","The University of Sussex","10","25","5","0","5","35","0","10","5","0","5","90","0","55","5","50","0","10","20","65","5","5","20","5","0","25","20","25","15","0","5","0","0","75","15","0","610","5,695"
"10007855","Swansea University","5","10","5","5","0","35","0","20","0","0","0","35","0","25","5","30","0","5","30","20","0","10","0","0","0","10","50","20","10","0","5","0","0","35","5","0","360","4,780"
"10083403","The Engineering and Design Institute London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007161","Teesside University","0","0","0","0","0","5","0","0","0","0","0","5","0","10","0","5","0","0","20","10","5","0","0","5","0","0","0","0","10","0","0","0","0","5","0","0","85","8,525"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","5","0","0","0","5","0","0","0","0","0","10","0","10","0","0","0","0","5","10","0","0","0","0","0","5","5","5","0","0","0","0","0","5","5","0","75","320"
"10007858","University of Wales Trinity Saint David","0","0","5","0","0","5","0","0","0","0","0","5","0","5","0","0","0","0","10","5","0","0","0","0","0","0","0","5","10","0","0","0","0","5","0","0","60","1,030"
"10068157","University Centre Peterborough","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007114","University of the Highlands and Islands","0","0","0","0","0","0","0","0","5","0","5","10","0","20","0","0","0","0","20","10","0","0","0","0","0","5","5","0","0","0","0","0","0","10","5","0","105","230"
"10007807","Ulster University","0","0","0","0","0","0","0","0","0","0","0","5","0","30","0","5","0","0","1,885","10","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","1,960","10,375"
"10039956","The University of Law","0","5","5","0","0","35","0","5","0","0","5","40","0","20","20","15","0","5","15","40","0","5","5","0","0","5","15","5","20","0","5","0","0","15","5","0","290","3,845"
"10024766","Union Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007784","University College London","60","95","40","0","10","180","0","60","30","15","20","625","0","325","10","240","0","75","185","380","10","40","50","10","0","100","170","75","125","0","35","10","0","350","45","0","3,375","26,885"
"10007793","University of South Wales","5","0","0","0","0","25","0","0","5","5","0","10","0","95","5","20","0","0","30","10","0","0","0","0","0","5","15","15","5","0","0","0","0","10","5","0","270","6,635"
"10007163","The University of Warwick","25","50","20","0","5","105","0","25","10","0","5","240","0","125","5","105","0","40","40","145","5","15","25","5","0","20","65","45","45","0","15","10","0","210","15","0","1,440","10,830"
"10007164","University of the West of England, Bristol","5","15","20","0","0","30","0","25","5","5","5","50","0","40","10","30","0","5","65","45","10","10","5","5","0","20","20","35","25","0","5","0","0","85","5","0","580","8,345"
"10007800","The University of the West of Scotland","0","0","30","0","0","5","0","5","5","0","5","5","0","5","0","10","0","0","20","15","0","0","0","0","0","5","5","15","30","0","5","0","0","20","5","0","195","4,120"
"10032288","West Dean College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","40"
"10006566","The University of West London","5","5","20","0","0","0","0","5","0","5","5","15","0","20","5","15","0","5","30","30","5","10","5","0","0","5","50","25","325","0","5","0","0","25","5","0","635","4,525"
"10007165","The University of Westminster","20","25","30","0","5","35","0","15","5","5","0","100","0","140","5","50","0","15","30","175","10","15","5","10","0","20","40","35","65","0","20","0","0","95","25","0","1,000","7,605"
"10003614","The University of Winchester","0","0","0","0","0","5","0","0","0","0","0","5","0","0","5","5","0","0","10","5","0","0","0","0","0","5","0","5","5","0","0","0","0","5","5","0","60","585"
"10007166","The University of Wolverhampton","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","25","5","0","0","0","0","0","5","0","0","5","0","0","0","0","5","0","0","70","2,405"
"10007139","University of Worcester","0","0","5","0","0","5","0","35","0","0","5","10","0","5","0","5","0","0","15","5","0","5","0","0","0","0","0","15","10","0","5","0","0","15","0","0","165","1,430"
"10007833","Wrexham University","0","0","0","0","0","0","0","0","0","0","0","10","0","70","0","0","0","0","20","0","0","0","0","0","0","5","5","5","0","0","0","0","0","5","0","0","125","2,830"
"10007657","Writtle University College","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","50"
"10007713","York St John University","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","5","15","5","0","0","0","0","0","5","5","0","5","0","0","0","0","45","0","0","110","3,740"
"10007167","The University of York","5","20","10","0","0","10","0","5","5","0","0","45","0","45","0","25","0","5","20","40","0","5","5","5","0","25","15","10","10","0","0","0","0","45","5","0","380","4,700"
"","Total","1,065","1,830","1,555","80","365","3,715","60","1,240","680","280","640","8,680","10","7,105","915","4,155","5","1,085","9,690","7,160","495","935","730","420","0","2,240","3,665","2,895","4,130","20","820","185","5","7,110","1,490","35","75,490","732,285"
