﻿Title:,"Table 8 - Expenditure - breakdown by HE provider, activity, HESA cost centre and academic year"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Search by HE provider
,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre group,Total expenditure 
,HESA cost centre,Total expenditure 
,Academic year,2022/23 
,Financial Year End,All 
Search:,


"","","","","Activity (£000s)",""
"UKPRN","HE Provider","Financial Year End","Academic staff costs","Other staff costs","Total staff costs","Restructuring costs","Other operating expenses","Depreciation and amortisation","Interest and other finance costs","Total expenditure"
"10007159","The University of Sunderland","2023-07-31","51,626","49,132","100,758","470","105,031","21,090","2,936","230,285"
"10007160","The University of Surrey","2023-07-31","95,119","67,254","162,373","1,622","110,806","35,477","13,037","323,315"
"10007806","The University of Sussex","2023-07-31","102,100","61,746","163,846","0","137,623","32,018","10,002","343,489"
"10007855","Swansea University","2023-07-31","86,205","77,955","164,160","108","140,183","32,636","11,604","348,691"
"10020381","Tavistock and Portman NHS Foundation Trust","2023-03-31","2,125","49,359","51,484","-398","15,968","3,197","430","70,681"
"10083403","The Engineering and Design Institute London","2023-07-31","2,304","606","2,910","0","1,786","493","-1,121","4,068"
"10007161","Teesside University","2023-07-31","53,330","56,503","109,833","0","70,106","17,159","486","197,584"
"10082743","ThinkSpace Education Limited","2023-07-31","145","305","450","0","692","26","2","1,170"
"10008017","Trinity Laban Conservatoire of Music and Dance","2023-07-31","9,291","7,166","16,457","0","10,633","1,630","304","29,024"
"10007858","University of Wales Trinity Saint David","2023-07-31","47,917","44,917","92,834","978","86,116","11,033","3,084","194,045"
"10067648","University Academy 92 Limited","2023-07-31","2,533","2,232","4,765","0","5,135","815","84","10,799"
"10068157","University Centre Peterborough","2023-07-31","1,256","543","1,799","0","3,577","24","0","5,400"
"10007114","University of the Highlands and Islands","2023-07-31","5,110","10,508","15,618","1,483","127,992","1,480","540","147,113"
"10007807","Ulster University","2023-07-31","87,790","52,546","140,336","0","96,600","28,857","3,176","268,969"
"10039956","The University of Law","2023-05-31","41,036","36,632","77,668","0","83,387","12,630","3,031","176,716"
"10007784","University College London","2023-07-31","599,447","317,758","917,205","0","688,785","118,445","27,611","1,752,046"
"10007793","University of South Wales","2023-07-31","65,573","59,242","124,815","0","83,622","15,312","3,516","227,265"
"10008574","The University of Wales (central functions)","2023-07-31","0","1,040","1,040","0","3,951","86","2","5,079"
"10029843","Waltham International College Limited","2023-07-31","2,292","1,672","3,964","0","6,250","78","0","10,292"
"10007163","The University of Warwick","2023-07-31","202,017","196,082","398,099","0","264,437","52,987","16,446","731,969"
"10007361","Waverley Abbey College","2022-08-31","331","1,131","1,462","24","1,842","114","87","3,529"
"10007164","University of the West of England, Bristol","2023-07-31","112,046","98,818","210,864","0","129,106","33,701","5,185","378,856"
"10007800","The University of the West of Scotland","2023-07-31","55,694","33,535","89,229","195","59,737","11,293","5,023","165,477"
"10032288","West Dean College","2022-09-30","2,319","4,673","6,992","0","8,320","619","283","16,214"
"10006566","The University of West London","2023-07-31","43,816","25,469","69,285","170","105,623","8,308","3,207","186,593"
"10007165","The University of Westminster","2023-07-31","87,134","52,361","139,495","0","76,693","18,561","3,456","238,205"
"10003614","The University of Winchester","2023-07-31","27,286","23,216","50,502","0","29,359","6,677","2,517","89,055"
"10007166","The University of Wolverhampton","2023-07-31","59,732","49,587","109,319","-893","57,816","18,588","3,200","188,030"
"10007139","University of Worcester","2023-07-31","31,640","26,936","58,576","0","32,306","4,443","3,976","99,301"
"10007833","Wrexham University","2023-07-31","14,857","13,053","27,910","0","22,099","2,702","407","53,118"
"10007657","Writtle University College","2023-07-31","5,697","7,307","13,004","42","7,055","1,432","55","21,588"
"10007713","York St John University","2023-07-31","26,810","25,466","52,276","0","33,676","5,682","310","91,944"
"10007167","The University of York","2023-07-31","150,466","119,780","270,246","0","198,214","32,999","13,175","514,634"
"","Total","","13,518,466","11,684,511","25,202,977","123,372","20,138,704","3,306,434","912,828","49,684,315"
