﻿Title:,"Table 49 - HE student enrolments by HE provider and subject of study"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 49
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE provider","01 Medicine and dentistry","02 Subjects allied to medicine","03 Biological and sport sciences","04 Psychology","05 Veterinary sciences","06 Agriculture, food and related studies","07 Physical sciences","09 Mathematical sciences","10 Engineering and technology","11 Computing","13 Architecture, building and planning","26 Geography, earth and environmental studies (natural sciences)","15 Social sciences","16 Law","17 Business and management","19 Language and area studies","20 Historical, philosophical and religious studies","22 Education and teaching","23 Combined and general studies","24 Media, journalism and communications","25 Design, and creative and performing arts","26 Geography, earth and environmental studies (social sciences)","Total"
"10007138","The University of Northampton","10","2,750","565","810","0","0","0","0","415","655","55","145","1,390","560","4,295","115","110","1,080","0","250","825","5","14,040"
"10009614","Grŵp NPTC Group","0","0","5","0","0","10","0","0","60","30","45","0","30","0","0","0","0","0","0","0","10","0","195"
"10004740","Northern College of Acupuncture","0","170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170"
"10001282","University of Northumbria at Newcastle","115","4,080","1,395","2,640","0","0","685","115","1,805","2,430","2,365","295","2,175","2,655","6,525","675","430","845","85","370","2,050","135","31,860"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","0","0","470","75","0","0","0","75","0","0","5","0","0","1,995","0","2,620"
"10007154","University of Nottingham","2,615","4,060","1,580","1,145","1,350","410","2,010","1,135","4,510","1,165","1,055","515","3,310","1,285","3,015","2,105","2,030","1,280","160","455","125","465","35,785"
"10004797","The Nottingham Trent University","55","1,665","2,150","2,700","180","815","920","545","1,605","1,705","2,040","185","4,310","3,310","7,150","650","550","1,700","70","1,140","5,475","105","39,015"
"10007773","The Open University","0","6,620","3,890","23,455","0","0","4,500","4,795","7,095","12,445","20","3,500","17,415","8,085","14,070","7,345","6,125","7,785","23,750","0","1,125","225","152,245"
"10023445","ICOM","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10004930","Oxford Brookes University","70","2,375","940","505","35","135","0","20","825","545","1,850","180","1,705","655","3,785","645","470","1,120","950","465","535","0","17,810"
"10020439","Oxford Business College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","20"
"10007774","The University of Oxford","1,600","1,085","1,285","295","0","5","2,135","1,440","1,450","920","55","475","2,495","1,295","1,365","2,860","3,820","705","3,155","30","420","250","27,150"
"10006243","St Patrick's International College","0","0","0","0","0","0","0","0","0","0","0","0","170","0","110","0","0","0","0","0","0","0","280"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","0","30","0","0","0","0","40","0","0","10","5","70","1,070","0","1,220"
"10007801","University of Plymouth","1,220","5,440","925","965","0","120","165","195","1,185","785","435","1,145","1,290","390","1,825","285","330","1,030","5","90","975","110","18,905"
"10019178","Point Blank Music School","0","0","0","0","0","0","0","0","135","0","0","0","0","0","20","0","0","0","0","10","555","0","720"
"10007155","The University of Portsmouth","90","2,330","1,310","1,155","0","0","545","315","2,900","2,730","1,075","700","4,835","730","5,215","925","210","980","15","540","1,580","100","28,280"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","25"
"10005337","Queen Margaret University, Edinburgh","0","3,275","35","275","0","0","0","0","0","0","0","0","240","0","700","20","0","385","30","440","510","0","5,915"
"10007775","Queen Mary University of London","4,145","925","865","415","0","0","805","1,170","1,845","1,900","0","385","3,460","2,010","2,830","1,365","880","230","15","255","195","190","23,870"
"10025197","University Centre Quayside Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","0","0","0","0","0","0","0","130"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","0","190"
"10005544","Royal Academy of Dance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","60","0","135"
"10005389","Ravensbourne University London","0","0","0","0","0","0","0","0","90","165","240","0","0","0","15","0","0","0","0","15","2,040","0","2,570"
"10005470","Richmond, The American International University in London","0","0","0","60","0","0","0","0","0","0","0","0","100","0","530","5","20","0","0","85","10","0","810"
"10007802","The University of Reading","20","1,705","815","1,445","0","545","250","345","150","475","835","470","1,790","1,050","5,935","810","835","1,455","70","65","640","290","19,980"
"10086591","Regent's University London Limited","0","235","0","85","0","0","0","25","0","0","0","0","30","0","970","10","10","5","250","65","175","0","1,860"
"10021100","Regents Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","0","0","0","10","0","200"
"10023871","Results Consortium Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","20"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","50"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","85","0","0","235","0","2,670","0","0","0","0","0","0","0","2,985"
"10005500","Robert Gordon University","0","4,090","210","80","0","0","170","0","880","965","670","0","1,035","790","2,945","0","0","255","680","740","720","0","14,240"
"10007776","Roehampton University","0","1,335","595","910","0","0","0","0","20","895","0","0","1,050","335","3,920","410","535","1,365","125","495","430","0","12,430"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","15","35","0","0","0","0","35","0","0","0","0","0","750","0","835"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","810"
"10005545","Royal Agricultural University","0","0","80","0","0","700","0","0","0","0","10","0","0","0","370","0","5","0","10","0","0","0","1,175"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","70","0","0","0","2,480","0","2,725"
"10007778","Royal College of Music","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","900","0","925"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","225","0","0","1,110","0","1,330"
"10007816","The Royal Central School of Speech and Drama","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,075","0","1,085"
"10005553","Royal Holloway and Bedford New College","0","155","605","1,015","0","0","260","225","110","1,410","0","360","2,055","660","2,255","840","945","200","100","250","670","190","12,295"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","895","0","895"
"10007779","The Royal Veterinary College","0","0","285","0","2,030","185","0","0","0","0","0","0","0","0","0","0","0","50","30","0","0","0","2,575"
"10007803","The University of St. Andrews","595","95","705","660","0","5","1,140","595","0","625","0","495","1,830","0","635","1,725","1,850","20","210","105","0","195","11,485"
"10007839","SAE Education Limited","0","0","0","0","0","0","0","0","300","30","0","0","0","0","0","0","0","0","0","60","355","0","745"
"10007782","St George's, University of London","1,400","3,445","125","0","0","0","0","0","0","0","0","0","130","0","0","0","0","45","35","0","0","0","5,185"
"10008026","St Mary's University College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","795","290","0","0","0","1,085"
"10007843","St Mary's University, Twickenham","0","595","1,195","205","0","0","15","0","10","0","0","0","165","215","830","100","260","1,580","15","170","225","0","5,580"
"10007156","The University of Salford","55","6,255","1,330","645","0","5","465","85","1,520","1,085","1,745","115","1,550","760","3,595","355","115","55","0","815","3,355","50","23,955"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","30"
"10008362","London School of Science and Technology Limited","0","0","0","0","0","0","0","0","0","40","0","0","80","0","440","0","0","0","0","0","0","0","560"
"10007780","SOAS University of London","0","0","0","0","0","0","0","15","0","0","0","0","2,540","660","455","1,000","610","0","440","75","75","10","5,865"
"10005700","SRUC","0","0","0","0","95","1,315","25","0","0","0","0","140","0","0","175","0","0","35","0","0","0","0","1,780"
"10005790","Sheffield Hallam University","0","7,810","1,710","1,470","0","130","235","245","2,125","2,220","1,295","360","3,255","1,180","5,270","510","205","2,330","5","740","2,020","160","33,270"
"10007157","The University of Sheffield","2,125","2,690","1,140","1,090","0","15","835","745","5,900","1,115","1,645","210","3,405","950","3,320","1,825","1,260","725","5","1,110","255","235","30,605"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","235"
"10006022","Solent University","0","475","1,050","360","0","0","50","0","1,155","935","400","0","560","190","3,025","50","0","40","0","630","2,430","0","11,340"
"10007158","The University of Southampton","1,545","1,695","1,220","870","0","0","1,130","1,040","3,305","1,375","5","870","1,495","560","2,440","590","925","870","65","320","950","115","21,395"
"10006093","Spurgeon's College","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","305","0","0","0","0","0","330"
"10006299","Staffordshire University","50","2,860","525","765","0","20","400","0","1,360","2,565","0","20","1,305","2,420","1,560","85","100","1,280","25","160","2,340","5","17,845"
"10008098","Study Group","0","0","30","0","0","0","25","5","170","115","0","0","570","45","1,160","0","0","0","370","70","0","0","2,560"
"10007804","The University of Stirling","0","1,970","1,330","1,290","40","120","15","140","0","765","135","410","1,905","530","2,610","675","640","965","0","845","25","5","14,410"
"10037449","University of St Mark and St John","0","270","500","95","0","0","45","0","25","15","0","0","250","0","20","30","25","1,015","55","175","535","0","3,055"
"10008010","Stranmillis University College","0","0","55","0","0","0","5","5","0","0","0","0","510","0","30","0","30","655","0","0","25","0","1,310"
"10007805","The University of Strathclyde","0","1,485","575","630","0","0","1,650","705","5,250","985","635","80","1,495","1,395","3,945","850","620","3,285","425","235","150","55","24,450"
"10014001","University of Suffolk","0","1,485","265","265","0","30","0","0","95","365","50","10","1,535","150","7,560","115","75","275","0","30","315","0","12,625"
"10007159","The University of Sunderland","190","3,905","375","620","0","0","200","10","625","660","0","0","1,860","575","6,225","135","45","1,765","0","400","900","5","18,490"
"10007160","The University of Surrey","40","2,510","705","1,040","760","75","620","390","2,100","925","0","95","1,440","595","3,515","440","0","275","20","90","925","0","16,565"
"10007806","The University of Sussex","625","805","725","1,895","0","5","460","395","600","890","0","160","4,140","1,125","3,510","850","740","905","100","790","460","235","19,415"
"10007855","Swansea University","595","3,070","1,685","1,190","0","0","515","260","3,540","1,570","0","290","2,750","1,230","2,440","775","640","365","120","325","0","105","21,465"
"10007161","Teesside University","125","5,510","585","930","0","375","500","85","3,640","2,620","95","50","1,305","760","1,995","420","150","1,085","5","295","660","80","21,275"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","40","0","50"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,245","0","1,245"
"10007858","University of Wales Trinity Saint David","0","235","265","215","10","105","0","0","845","675","260","35","3,220","5","5,565","325","385","1,285","0","0","1,375","0","14,795"
"10068157","University Centre Peterborough","0","0","55","20","0","15","30","0","30","35","20","0","60","0","60","5","10","95","0","25","240","0","700"
"10007114","University of the Highlands and Islands","45","1,035","500","195","0","420","120","0","825","540","180","335","2,125","10","1,610","365","575","475","45","55","945","0","10,410"
"10007807","Ulster University","155","4,990","1,010","750","0","85","265","0","1,870","2,400","1,105","390","2,775","775","7,210","555","205","605","470","765","1,600","0","27,965"
"10039956","The University of Law","0","0","0","0","0","0","0","0","0","45","0","0","130","13,010","355","0","20","30","0","0","0","0","13,590"
"10007784","University College London","4,765","3,150","1,860","2,435","0","0","2,850","1,695","3,745","1,810","3,525","745","5,195","1,115","1,975","1,900","2,305","4,695","530","545","375","495","45,715"
"10007793","University of South Wales","60","4,320","1,740","860","65","125","485","80","1,930","1,465","430","140","1,860","1,935","2,710","95","180","1,255","25","455","2,885","45","23,150"
"10007163","The University of Warwick","1,390","695","1,110","695","0","0","1,380","2,315","3,340","1,090","0","230","4,165","1,115","5,715","1,295","1,690","1,150","305","210","210","0","28,110"
"10007361","Waverley Abbey College","0","195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","235"
"10007164","University of the West of England, Bristol","0","6,430","730","1,160","0","0","380","130","2,255","1,810","2,615","200","4,505","2,750","5,700","430","300","1,305","15","550","2,840","315","34,410"
"10007800","The University of the West of Scotland","0","4,450","1,310","560","0","0","285","25","775","1,245","0","35","2,465","270","4,255","10","0","1,085","195","305","675","0","17,935"
"10032288","West Dean College","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","10","30","0","0","0","30","0","75"
"10006566","The University of West London","0","3,435","0","620","0","20","195","25","370","1,185","235","0","745","435","5,030","35","0","275","100","135","2,320","0","15,165"
"10007165","The University of Westminster","0","1,855","335","1,100","0","0","0","0","215","1,315","2,435","0","1,350","1,440","5,420","725","120","85","55","850","2,385","0","19,680"
"10003614","The University of Winchester","0","395","270","650","0","35","0","45","0","225","0","70","1,305","335","950","550","785","1,640","15","305","665","0","8,230"
"10007166","The University of Wolverhampton","0","5,625","780","625","0","25","230","105","865","850","725","20","2,380","820","2,640","335","340","1,760","5","110","1,055","0","19,295"
"10007139","University of Worcester","0","2,525","1,245","560","0","0","65","0","30","175","0","85","1,725","205","750","180","140","1,840","0","115","470","10","10,110"
"10007833","Wrexham University","0","1,310","155","290","15","80","140","25","595","790","95","5","955","60","1,455","125","40","770","100","35","445","0","7,485"
"10007657","Writtle University College","0","20","70","0","230","405","0","0","0","0","40","0","0","0","0","0","0","0","0","0","15","0","780"
"10007713","York St John University","0","610","420","430","0","0","0","0","0","425","0","90","770","365","1,365","805","355","770","20","345","780","30","7,580"
"10007167","The University of York","685","855","1,245","830","0","0","1,810","845","750","1,870","40","290","3,565","840","2,980","1,350","2,010","1,015","250","195","945","320","22,695"
"","Total","77,055","333,780","117,560","135,080","11,575","18,535","68,195","48,530","183,165","153,840","62,235","32,400","282,600","138,140","475,160","92,635","85,990","136,035","44,535","47,640","190,185","12,330","2,747,200"
