﻿Title:,"Table 8 - Expenditure - breakdown by HE provider, activity, HESA cost centre and academic year"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Search by HE provider
,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre group,Total expenditure 
,HESA cost centre,Total expenditure 
,Academic year,2021/22 
,Financial Year End,All 
Search:,


"","","","","Activity (£000s)",""
"UKPRN","HE Provider","Financial Year End","Academic staff costs","Other staff costs","Total staff costs","Restructuring costs","Other operating expenses","Depreciation and amortisation","Interest and other finance costs","Total expenditure"
"10067648","University Academy 92 Limited","2022-07-31","1,142","1,751","2,893","0","2,837","436","21","6,187"
"10068157","University Centre Peterborough","2022-07-31","1,053","593","1,646","0","4,009","40","0","5,695"
"10007114","University of the Highlands and Islands","2022-07-31","4,227","18,151","22,378","60","128,516","1,456","593","153,003"
"10007807","Ulster University","2022-07-31","83,593","115,793","199,386","0","83,126","16,154","1,808","300,474"
"10039956","The University of Law","2022-05-31","50,297","42,264","92,561","0","86,048","16,208","5,116","199,933"
"10007784","University College London","2022-07-31","839,283","429,396","1,268,679","0","600,802","110,166","8,698","1,988,345"
"10007793","University of South Wales","2022-07-31","62,275","64,295","126,570","0","70,321","14,580","4,585","216,056"
"10008574","The University of Wales (central functions)","2022-07-31","0","1,331","1,331","0","1,318","97","43","2,789"
"10029843","Waltham International College Limited","2022-07-31","2,105","1,536","3,641","0","4,009","46","0","7,696"
"10007163","The University of Warwick","2022-07-31","295,797","273,811","569,608","0","237,587","54,578","8,338","870,111"
"10007361","Waverley Abbey College","2021-08-31","538","947","1,485","53","1,853","110","34","3,535"
"10007164","University of the West of England, Bristol","2022-07-31","102,994","105,219","208,213","0","126,248","28,871","5,461","368,793"
"10007800","The University of the West of Scotland","2022-07-31","50,580","29,619","80,199","190","47,249","11,782","5,741","145,161"
"10032288","West Dean College","2021-09-30","670","4,037","4,707","0","4,767","567","219","10,260"
"10006566","The University of West London","2022-07-31","37,257","25,705","62,962","461","82,836","6,479","3,627","156,365"
"10007165","The University of Westminster","2022-07-31","81,472","54,810","136,282","0","66,763","17,956","4,575","225,576"
"10003614","The University of Winchester","2022-07-31","25,799","24,265","50,064","0","27,400","6,223","2,513","86,200"
"10007166","The University of Wolverhampton","2022-07-31","66,870","64,022","130,892","6,526","48,350","18,611","3,870","208,249"
"10007139","University of Worcester","2022-07-31","30,651","27,495","58,146","0","30,193","4,007","4,053","96,399"
"10007833","Wrexham University","2022-07-31","13,701","13,428","27,129","0","18,243","2,779","818","48,969"
"10007657","Writtle University College","2022-07-31","5,235","7,483","12,718","6","6,218","1,447","301","20,690"
"10007713","York St John University","2022-07-31","21,858","25,451","47,309","0","26,732","4,613","1,168","79,822"
"10007167","The University of York","2022-07-31","136,566","215,907","352,473","0","163,148","31,066","9,976","556,663"
"","Total","","16,434,819","15,019,594","31,454,413","78,740","17,443,527","3,019,018","577,639","52,573,337"
