﻿Title:,"Table 28 - Non-UK permanent address students by HE provider and country of permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 28
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE Provider","Austria","Belgium","Bulgaria","Canary Islands","Croatia","Cyprus (European Union)","Cyprus not otherwise specified","Czech Republic","Denmark","Estonia","Finland","France","French Guiana","Germany","Gibraltar","Greece","Guadeloupe","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Martinique","Netherlands","Poland","Portugal","Romania","Réunion","Slovakia","Slovenia","Åland Islands","Spain","Sweden","European Union not otherwise specified","Total European Union","Total"
"10007771","London School of Hygiene and Tropical Medicine","0","5","0","0","0","0","0","0","0","0","0","10","0","15","0","0","0","0","10","5","0","0","0","0","0","5","0","5","0","0","0","0","0","0","5","0","65","550"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","35"
"10004079","London Studio Centre","0","0","0","0","0","5","0","0","0","0","0","5","0","5","0","0","0","0","5","0","0","0","0","5","0","0","0","5","0","0","0","0","0","5","0","0","40","65"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","40","115"
"10067623","The London Interdisciplinary School Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"10004113","Loughborough University","10","25","25","0","0","25","0","5","5","0","5","95","0","65","20","25","0","10","30","45","5","5","10","10","0","35","25","25","40","0","5","0","0","85","10","0","655","4,295"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10042679","International Business College Manchester Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10004180","The Manchester Metropolitan University","5","5","15","0","0","35","0","5","0","0","0","25","0","20","20","20","0","5","80","40","5","5","5","0","0","10","15","20","45","0","5","0","0","45","5","0","445","4,590"
"10007798","The University of Manchester","20","45","95","0","10","140","0","30","10","15","10","190","0","125","5","85","0","45","80","170","15","75","15","5","0","35","110","65","220","0","35","5","0","250","20","0","1,920","18,515"
"10009527","Istituto Marangoni Limited","5","10","5","0","0","0","0","5","0","0","0","25","0","15","0","10","0","0","5","55","5","5","0","0","0","5","5","5","15","0","0","0","0","60","5","0","245","1,255"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10004351","Middlesex University","5","10","35","0","5","0","0","60","15","0","5","25","0","20","5","40","0","5","45","90","10","25","0","10","0","5","125","130","90","0","30","0","0","50","50","0","890","5,270"
"10032277","The Minster Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","25","60"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","15","25"
"10001444","National Centre for Circus Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","20"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","20","40"
"10007799","Newcastle University","5","15","10","0","5","105","0","35","5","0","0","50","0","55","10","105","0","10","20","50","5","60","5","10","0","45","80","15","25","0","15","0","0","55","15","0","805","6,560"
"10048199","Northeastern University London","0","5","5","0","0","0","0","0","5","0","0","10","0","10","0","0","0","0","0","15","0","0","0","0","0","5","15","0","0","0","0","0","0","10","0","0","85","145"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","15"
"10007138","The University of Northampton","0","0","5","0","5","5","0","0","0","0","0","5","0","10","5","5","0","0","25","10","0","5","0","0","0","5","10","15","40","0","0","0","0","10","0","0","160","4,865"
"10008816","Northern School of Contemporary Dance","0","5","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","15","0","0","0","0","0","5","5","5","0","0","0","0","0","5","0","0","50","80"
"10001282","University of Northumbria at Newcastle","5","10","10","0","5","115","0","110","0","0","5","15","0","10","10","35","0","20","35","20","10","85","0","5","0","5","90","25","30","0","10","0","0","25","0","0","695","8,660"
"10004775","Norwich University of the Arts","0","0","5","0","0","0","0","0","0","0","0","5","0","5","0","0","0","5","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","40","175"
"10007154","University of Nottingham","10","15","15","0","10","115","0","10","5","0","5","70","0","45","5","80","0","10","45","90","5","10","5","5","0","35","40","40","35","0","10","0","0","75","10","0","815","8,555"
"10004797","The Nottingham Trent University","5","5","20","0","35","60","0","5","10","10","10","85","0","35","10","35","0","10","45","40","25","25","5","5","0","15","75","85","25","0","10","0","0","105","10","0","820","7,000"
"10007773","The Open University","0","5","0","0","0","30","0","0","0","0","0","15","0","20","5","0","0","0","10","10","0","0","0","0","0","10","0","0","0","0","0","0","0","10","0","0","115","255"
"10004930","Oxford Brookes University","10","15","15","5","5","15","0","15","10","0","0","75","0","40","15","40","0","10","35","95","15","10","5","5","0","20","45","25","45","0","10","0","0","100","10","0","680","3,835"
"10007774","The University of Oxford","65","80","45","0","10","25","0","60","45","5","20","230","0","580","5","70","0","30","140","215","5","25","25","5","0","135","160","25","135","0","20","10","0","130","50","0","2,350","9,585"
"10066143","Paris Dauphine International","0","0","0","0","0","0","0","0","0","0","0","180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","190","200"
"10083464","Peking University HSBC Business School UK Campus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","25"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","25","85"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","60"
"10007801","University of Plymouth","0","10","5","0","0","20","0","5","0","0","5","30","0","65","20","45","0","5","30","30","5","5","0","0","0","15","15","30","20","0","0","0","0","45","10","0","420","2,975"
"10019178","Point Blank Music School","0","5","0","0","0","0","0","5","0","0","0","10","0","5","0","0","0","0","0","20","0","0","5","0","0","0","5","5","5","0","0","0","0","10","0","0","80","195"
"10007155","The University of Portsmouth","10","10","55","0","10","85","0","55","5","5","0","45","0","25","5","80","0","5","20","40","10","15","5","5","0","10","35","105","35","0","15","0","0","65","40","0","785","6,820"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10005337","Queen Margaret University, Edinburgh","5","5","15","0","0","5","0","5","10","5","30","15","0","35","0","25","0","10","380","45","5","0","0","5","0","15","15","0","0","0","5","0","0","30","10","0","675","1,305"
"10007775","Queen Mary University of London","25","40","30","0","10","130","0","20","5","5","15","235","0","125","5","160","0","30","25","195","10","20","15","5","0","35","105","55","65","0","10","5","0","135","30","0","1,555","9,260"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","25"
"10005544","Royal Academy of Dance","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","35"
"10005378","Rambert School","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","50"
"10005389","Ravensbourne University London","0","5","5","0","0","0","0","0","0","0","0","5","0","5","0","5","0","5","5","15","0","0","0","0","0","0","10","5","5","0","0","0","0","5","30","0","105","695"
"10005470","Richmond, The American International University in London","0","5","0","0","0","0","0","0","0","0","0","10","0","10","0","0","0","0","0","25","0","0","0","0","0","0","5","0","0","0","0","0","0","10","25","0","100","695"
"10007802","The University of Reading","5","5","25","0","0","235","0","15","10","0","10","40","0","40","15","95","0","5","45","70","5","5","10","5","0","15","15","15","15","0","10","0","0","35","10","0","755","4,040"
"10086591","Regent's University London Limited","5","10","10","0","5","5","0","5","5","0","0","40","0","50","0","5","0","5","0","80","5","0","0","0","0","10","5","15","5","0","0","0","0","30","35","0","335","1,700"
"10021100","Regents Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","505"
"10005500","Robert Gordon University","5","5","55","0","5","5","0","10","5","5","20","30","0","65","0","35","0","15","220","45","15","10","0","5","0","20","55","5","20","0","15","0","0","45","10","0","740","4,505"
"10007776","Roehampton University","0","0","5","0","0","0","0","5","5","0","5","20","0","20","0","25","0","0","25","20","5","5","0","0","0","10","45","5","10","0","0","0","0","15","5","0","235","5,535"
"10005523","Rose Bruford College of Theatre and Performance","5","0","0","0","0","0","0","0","0","0","0","5","0","10","0","0","0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","45","150"
"10007835","Royal Academy of Music","5","0","0","0","0","0","0","0","0","0","0","10","0","5","0","0","0","0","5","10","5","5","0","0","0","10","5","15","15","0","0","0","0","20","5","0","120","395"
"10005545","Royal Agricultural University","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","25","160"
"10007777","Royal College of Art","5","0","0","0","0","5","0","0","5","0","0","25","0","25","0","5","0","5","10","15","0","0","0","0","0","0","5","5","0","0","0","0","0","10","0","0","130","2,140"
"10007778","Royal College of Music","0","5","0","0","0","0","0","5","5","0","0","25","0","10","0","0","0","5","10","15","5","5","5","0","0","5","5","15","5","0","0","5","0","15","5","0","150","485"
"10005561","Royal Conservatoire of Scotland","0","5","0","0","0","10","0","0","5","0","0","10","0","0","0","5","0","0","15","0","0","5","0","5","0","5","5","10","5","0","0","0","0","10","5","0","105","370"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","5","0","0","0","0","0","0","5","0","5","0","0","0","5","10","5","0","0","0","0","0","5","5","0","0","0","0","0","0","5","0","0","60","265"
"10005553","Royal Holloway and Bedford New College","10","10","20","0","0","10","0","10","0","5","5","75","0","50","10","45","0","20","15","80","10","10","5","0","0","10","20","15","15","0","10","0","0","65","10","0","550","2,875"
"10007837","Royal Northern College of Music","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","10","10","0","0","0","0","0","0","5","10","0","0","0","0","0","5","0","0","60","285"
"10007779","The Royal Veterinary College","0","5","0","0","0","0","0","0","0","0","0","15","0","5","0","5","0","0","15","0","0","0","5","0","0","5","5","0","0","0","0","0","0","5","0","0","70","845"
"10007803","The University of St. Andrews","30","40","10","0","5","20","0","30","20","5","5","140","0","215","5","50","0","30","45","110","5","10","15","5","0","35","55","20","10","0","15","10","0","75","35","0","1,045","5,740"
"10007839","SAE Education Limited","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","15","0","0","0","0","0","0","0","5","0","0","0","0","0","5","5","0","50","145"
"10007782","St George's, University of London","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","10","0","0","10","5","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","55","235"
"10008026","St Mary's University College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","55"
"10007843","St Mary's University, Twickenham","0","5","10","0","0","5","0","0","5","0","0","15","0","15","10","5","0","5","80","30","5","0","0","15","0","20","10","15","15","0","10","0","0","20","0","0","290","1,190"
"10007156","The University of Salford","0","10","5","0","0","25","0","0","0","0","0","45","0","5","10","35","0","5","60","15","0","10","0","0","0","5","10","5","15","0","0","0","0","15","5","0","290","4,745"
"10007780","SOAS University of London","5","20","0","0","0","5","0","5","5","0","5","70","0","40","0","15","0","5","10","85","0","5","5","0","0","15","25","10","5","0","0","0","0","20","15","0","370","1,890"
"10005700","SRUC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","40"
"10005790","Sheffield Hallam University","0","0","5","0","15","55","0","0","0","0","0","15","0","55","15","5","0","0","20","15","0","0","0","5","0","5","10","5","20","0","0","0","0","20","0","0","270","5,820"
"10007157","The University of Sheffield","5","20","40","5","0","100","0","10","5","15","5","55","0","55","5","70","0","15","35","70","0","15","5","15","0","25","105","45","70","0","5","0","0","85","10","0","890","11,315"
"10006022","Solent University","5","5","25","0","5","25","0","50","0","5","5","20","0","20","15","30","0","15","10","30","15","10","0","5","0","5","60","130","80","0","15","0","0","55","30","0","655","2,080"
"10007158","The University of Southampton","10","20","95","0","5","145","0","10","5","10","5","95","0","140","0","90","0","25","60","85","10","10","5","5","0","25","45","15","55","0","10","0","0","95","10","0","1,085","10,520"
"10006093","Spurgeon's College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10006299","Staffordshire University","0","0","5","0","0","5","0","0","0","0","0","15","0","5","0","10","0","0","20","10","0","5","0","5","0","0","10","5","5","0","0","0","0","10","0","0","120","1,775"
"10008098","Study Group","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2,165"
"10007804","The University of Stirling","10","20","20","5","15","20","0","20","15","0","40","75","0","105","0","50","0","40","160","100","5","5","15","20","0","35","15","5","10","0","5","0","0","60","25","0","900","3,865"
"10037449","University of St Mark and St John","0","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","55","70"
"10008010","Stranmillis University College","5","0","0","0","0","0","0","0","5","0","0","0","0","10","0","0","0","0","20","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","45","70"
"10007805","The University of Strathclyde","10","10","35","0","5","15","0","5","10","5","5","45","0","60","0","95","0","15","50","70","10","5","5","5","0","25","30","15","10","0","5","5","0","85","10","0","640","5,660"
"10014001","University of Suffolk","0","0","50","0","0","0","0","10","0","0","0","5","0","5","0","0","0","5","10","15","0","5","0","0","0","5","5","20","625","0","10","0","0","10","5","0","785","1,000"
"10007159","The University of Sunderland","5","0","10","0","5","70","0","0","0","0","0","5","0","10","5","130","0","5","80","10","0","5","0","0","0","0","5","30","25","0","5","0","0","15","0","0","430","7,415"
"10007160","The University of Surrey","10","20","30","0","5","115","0","5","0","0","0","50","0","30","5","115","0","10","35","75","0","5","5","5","0","20","10","30","20","0","5","0","0","70","5","0","690","4,030"
"10007806","The University of Sussex","10","35","10","5","5","50","0","15","10","5","5","115","0","75","5","90","0","15","20","100","10","5","30","5","0","25","25","30","20","0","5","0","0","105","30","0","860","5,905"
"10007855","Swansea University","5","5","10","5","5","60","0","30","0","5","0","35","0","25","5","40","0","5","25","40","5","20","5","0","0","10","100","25","15","0","10","0","0","60","5","0","550","4,330"
"10083403","The Engineering and Design Institute London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007161","Teesside University","0","0","0","0","0","10","0","0","0","0","0","5","0","10","0","5","0","0","25","10","0","0","0","5","0","0","0","5","10","0","0","0","0","5","5","0","105","8,330"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","5","5","0","0","10","0","0","0","0","0","5","0","15","0","5","0","0","10","30","0","5","0","0","0","5","5","10","0","0","0","0","0","10","5","0","130","325"
"10007858","University of Wales Trinity Saint David","10","5","15","0","0","5","0","0","5","0","0","10","0","10","5","5","0","0","20","5","0","0","0","0","0","5","5","5","40","0","0","0","0","5","0","0","160","1,400"
"10068157","University Centre Peterborough","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"10007114","University of the Highlands and Islands","5","0","0","0","0","0","0","5","0","0","10","15","0","25","0","0","0","0","15","15","0","0","0","0","0","5","5","0","0","0","0","0","0","20","5","0","140","270"
"10007807","Ulster University","0","5","0","0","0","0","0","0","0","0","0","5","0","25","0","5","0","0","1,530","15","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","1,615","10,265"
"10039956","The University of Law","0","5","10","0","0","40","0","5","0","0","0","30","0","15","15","10","0","0","5","25","0","5","5","0","0","5","20","0","20","0","0","0","0","20","5","0","250","2,785"
"10007784","University College London","80","140","85","5","15","210","0","65","35","10","25","765","0","385","15","255","0","115","175","435","15","70","50","15","0","140","245","90","200","0","55","20","0","390","70","0","4,175","28,120"
"10007793","University of South Wales","5","5","10","0","0","50","0","15","5","5","0","20","0","130","10","30","0","5","30","15","5","5","0","5","0","15","40","35","10","0","5","0","0","15","5","0","470","6,845"
"10007163","The University of Warwick","30","55","25","0","5","115","0","30","15","0","10","335","0","140","5","120","0","80","45","155","10","35","35","0","0","25","105","60","80","0","20","5","0","265","30","0","1,845","10,955"
"10007361","Waverley Abbey College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","5","10","40","5","5","40","0","40","0","5","15","55","0","55","15","35","0","5","75","70","10","25","0","10","0","20","40","40","35","0","5","0","0","110","15","0","785","9,350"
"10007800","The University of the West of Scotland","5","0","40","0","0","10","0","5","5","0","10","35","0","25","0","15","0","5","15","20","0","0","0","0","0","0","5","10","15","0","5","0","0","20","10","0","275","5,685"
"10032288","West Dean College","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","15","50"
"10006566","The University of West London","5","5","30","0","5","5","0","5","0","0","5","20","0","30","0","20","0","15","40","95","5","40","5","5","0","10","90","70","410","0","5","0","0","55","15","0","1,000","4,595"
"10007165","The University of Westminster","15","25","50","0","5","25","0","25","15","10","5","95","0","155","5","65","0","20","40","210","20","35","10","5","0","25","85","40","115","0","25","0","0","110","25","0","1,270","7,565"
"10003614","The University of Winchester","0","0","0","0","0","5","0","5","0","0","0","5","0","5","5","5","0","5","5","0","0","0","0","0","0","5","5","5","10","0","0","0","0","10","0","0","80","500"
"10007166","The University of Wolverhampton","0","0","5","0","0","5","0","0","0","0","0","20","0","10","5","10","0","5","25","10","0","0","0","0","0","5","5","0","5","0","0","0","0","5","0","0","120","2,295"
"10007139","University of Worcester","0","5","10","0","5","0","0","50","0","5","10","10","0","5","5","10","0","5","10","0","0","15","0","0","0","0","5","20","15","0","5","0","0","20","0","0","215","1,315"
"10007833","Wrexham University","0","0","0","0","0","0","0","0","0","0","0","85","0","105","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","5","0","225","1,940"
"10007657","Writtle University College","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","30","60"
"10007713","York St John University","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","15","5","0","0","5","0","0","0","5","0","5","0","0","0","0","30","0","0","95","2,605"
"10007167","The University of York","10","25","10","0","0","15","0","5","5","5","5","60","0","55","5","35","0","5","20","60","5","5","5","5","0","30","25","20","20","0","5","0","0","55","5","0","505","5,310"
"","Total","1,310","2,100","2,585","135","580","4,765","105","1,710","890","430","910","10,305","10","8,240","940","5,455","10","1,540","9,410","9,220","790","1,805","840","495","0","2,610","5,710","4,370","6,020","20","1,200","250","5","8,730","1,955","55","95,505","758,855"
