﻿Title:,"Table 6 - Tuition fees and education contracts analysed by HE provider, domicile, mode, level, source"
Subtitle:,"Academic years 2016/17 to 2023/24"
Reference ID:,DT031 Table 6
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-6
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-6.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Source of fee,Total 
,Academic year,2021/22 
,Financial Year End,All 
Search:,


"","","","","(£000s)",""
"UKPRN","HE Provider","Financial Year End","Total Home fees","Total Rest of UK fees","Total UK fees","Total EU fees","Total UK and EU fees","Total Non-EU fees","Total HE course fees","Total research training support grants","Non-credit bearing course fees","FE course fees","Total tuition fees and education contracts"
"10007156","The University of Salford","2022-07-31","","","147,484","2,759","150,243","42,676","192,919","980","2,143","0","196,042"
"10021256","The Salvation Army","2022-03-31","","","0","0","0","0","0","0","0","0","0"
"10008362","London School of Science and Technology Limited","2022-03-31","","","2,689","0","2,689","0","2,689","0","0","0","2,689"
"10007780","SOAS University of London","2022-07-31","","","31,099","5,431","36,530","36,509","73,039","0","864","0","73,903"
"10005700","SRUC","2022-07-31","3,362","132","3,494","86","3,580","9","3,589","0","0","11","3,600"
"10005790","Sheffield Hallam University","2022-07-31","","","206,776","2,919","209,695","47,095","256,790","299","102","1,642","258,833"
"10007157","The University of Sheffield","2022-07-31","","","145,691","10,121","155,812","193,230","349,042","23,257","6,958","0","379,257"
"10023458","The Sherwood Psychotherapy Training Institute Limited","2021-08-31","","","884","0","884","0","884","0","237","28","1,149"
"10006022","Solent University","2022-07-31","","","59,095","8,672","67,767","9,813","77,580","0","6,375","960","84,915"
"10007158","The University of Southampton","2022-07-31","","","121,558","10,786","132,344","167,817","300,161","17,702","8,251","0","326,114"
"10088214","S P Jain London School of Management Limited","2022-03-31","","","0","0","0","0","0","0","0","0","0"
"10006093","Spurgeon's College","2022-07-31","","","606","3","609","11","620","0","214","0","834"
"10006299","Staffordshire University","2022-07-31","","","110,963","1,577","112,540","6,628","119,168","0","1,409","0","120,577"
"10008098","Study Group","2021-12-31","","","0","243","243","40,160","40,403","0","0","65,696","106,099"
"10007804","The University of Stirling","2022-07-31","17,793","7,726","25,519","2,554","28,073","33,007","61,080","255","599","0","61,934"
"10037449","University of St Mark and St John","2022-07-31","","","20,682","122","20,804","144","20,948","0","0","0","20,948"
"10008010","Stranmillis University College","2022-07-31","4,637","5","4,642","31","4,673","74","4,747","0","0","0","4,747"
"10007805","The University of Strathclyde","2022-07-31","35,973","7,975","43,948","4,090","48,038","58,550","106,588","7,475","4,098","0","118,161"
"10014001","University of Suffolk","2022-07-31","","","110,302","9,985","120,287","1,691","121,978","26","389","0","122,393"
"10007159","The University of Sunderland","2022-07-31","","","86,050","10,962","97,012","72,586","169,598","93","1,362","0","171,053"
"10007160","The University of Surrey","2022-07-31","","","88,235","9,600","97,835","50,726","148,561","4,949","1,676","0","155,186"
"10007806","The University of Sussex","2022-07-31","","","115,149","8,521","123,670","81,896","205,566","68","3,791","0","209,425"
"10007855","Swansea University","2022-07-31","64,802","66,727","131,529","5,597","137,126","51,164","188,290","0","80","0","188,370"
"10020381","Tavistock and Portman NHS Foundation Trust","2022-03-31","","","0","0","0","0","0","0","2,882","0","2,882"
"10083403","The Engineering and Design Institute London","2022-07-31","","","189","18","207","0","207","0","15","0","222"
"10007161","Teesside University","2022-07-31","","","93,461","1,420","94,881","43,906","138,787","33","646","0","139,466"
"10082743","ThinkSpace Education Limited","2022-07-31","","","373","167","540","332","872","0","254","0","1,126"
"10008017","Trinity Laban Conservatoire of Music and Dance","2022-07-31","","","7,462","1,460","8,922","3,431","12,353","0","2,566","0","14,919"
"10007858","University of Wales Trinity Saint David","2022-07-31","36,546","43,168","79,714","2,832","82,546","6,570","89,116","0","0","2,452","91,568"
"10067648","University Academy 92 Limited","2022-07-31","","","0","0","0","0","0","0","0","0","0"
"10068157","University Centre Peterborough","2022-07-31","","","4,919","29","4,948","8","4,956","0","0","0","4,956"
"10007114","University of the Highlands and Islands","2022-07-31","10,591","1,147","11,738","403","12,141","898","13,039","0","1,019","0","14,058"
"10007807","Ulster University","2022-07-31","84,886","3,138","88,024","4,819","92,843","12,082","104,925","0","768","0","105,693"
"10039956","The University of Law","2022-05-31","","","188,670","5,510","194,180","27,423","221,603","0","10,351","0","231,954"
"10007784","University College London","2022-07-31","","","168,352","42,011","210,363","501,833","712,196","40,657","25,700","0","778,553"
"10007793","University of South Wales","2022-07-31","69,274","34,081","103,355","6,505","109,860","31,728","141,588","0","3,325","49","144,962"
"10008574","The University of Wales (central functions)","2022-07-31","0","0","0","0","0","0","0","0","0","0","0"
"10029843","Waltham International College Limited","2022-07-31","","","27","0","27","0","27","0","0","4,550","4,577"
"10007163","The University of Warwick","2022-07-31","","","151,082","24,955","176,037","234,964","411,001","12,041","3,185","3,338","429,565"
"10007361","Waverley Abbey College","2021-08-31","","","1,080","5","1,085","6","1,091","0","94","0","1,185"
"10007164","University of the West of England, Bristol","2022-07-31","","","191,491","7,872","199,363","71,590","270,953","0","10,479","0","281,432"
"10007800","The University of the West of Scotland","2022-07-31","24,666","4,943","29,609","2,742","32,351","32,215","64,566","0","987","0","65,553"
"10032288","West Dean College","2021-09-30","","","451","143","594","219","813","0","1,785","0","2,598"
"10006566","The University of West London","2022-07-31","","","106,415","9,773","116,188","21,740","137,928","0","50","96","138,074"
"10007165","The University of Westminster","2022-07-31","","","113,499","13,802","127,301","71,547","198,848","17","1,857","0","200,722"
"10003614","The University of Winchester","2022-07-31","","","60,681","1,090","61,771","5,187","66,958","0","1,348","0","68,306"
"10007166","The University of Wolverhampton","2022-07-31","","","105,332","1,572","106,904","23,825","130,729","0","396","0","131,125"
"10007139","University of Worcester","2022-07-31","","","62,293","3,762","66,055","5,074","71,129","0","2,336","0","73,465"
"10007833","Wrexham University","2022-07-31","15,653","7,320","22,973","72","23,045","10,067","33,112","0","0","0","33,112"
"10007657","Writtle University College","2022-07-31","","","6,284","234","6,518","297","6,815","0","572","334","7,721"
"10007713","York St John University","2022-07-31","","","50,228","665","50,893","11,732","62,625","0","41","0","62,666"
"10007167","The University of York","2022-07-31","","","132,972","6,321","139,293","102,355","241,648","8,276","2,875","0","252,799"
"","Total","","831,642","573,615","14,020,298","1,100,131","15,120,429","9,346,404","24,466,833","437,274","706,591","192,529","25,803,227"
