﻿Title:,"Table 49 - HE student enrolments by HE provider and subject of study"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 49
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE provider","01 Medicine and dentistry","02 Subjects allied to medicine","03 Biological and sport sciences","04 Psychology","05 Veterinary sciences","06 Agriculture, food and related studies","07 Physical sciences","09 Mathematical sciences","10 Engineering and technology","11 Computing","13 Architecture, building and planning","26 Geography, earth and environmental studies (natural sciences)","15 Social sciences","16 Law","17 Business and management","19 Language and area studies","20 Historical, philosophical and religious studies","22 Education and teaching","23 Combined and general studies","24 Media, journalism and communications","25 Design, and creative and performing arts","26 Geography, earth and environmental studies (social sciences)","Total"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","420","0","420"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","0","0","125","0","745","0","0","20","0","0","0","0","890"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","20","145","5","0","0","0","0","180"
"10055902","Multiverse","0","0","0","0","0","0","0","0","0","5,445","0","0","0","0","1,180","0","0","0","0","0","0","0","6,625"
"10001444","National Centre for Circus Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0","75"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","45"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","135","0","0","0","0","0","135"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,770","0","0","0","0","0","0","0","1,770"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","90"
"10007799","Newcastle University","2,810","2,395","1,410","1,100","0","310","765","650","2,810","1,605","1,160","440","1,925","865","3,405","1,990","1,130","355","590","905","555","480","27,660"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"10048199","Northeastern University London","0","0","15","30","0","0","0","25","0","245","0","0","105","65","215","30","110","0","10","0","0","0","845"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","285","0","0","0","0","285"
"10007138","The University of Northampton","0","3,345","610","1,245","0","0","0","0","505","910","50","90","1,330","545","4,120","75","85","740","0","215","2,550","0","16,420"
"10009614","Grŵp NPTC Group","0","0","15","0","0","5","0","0","50","25","50","0","30","0","0","0","0","0","0","0","10","0","185"
"10008816","Northern School of Contemporary Dance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","260","0","260"
"10004740","Northern College of Acupuncture","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150"
"10001282","University of Northumbria at Newcastle","30","3,815","1,300","2,275","0","0","715","105","1,300","2,535","2,265","295","3,355","1,775","7,040","495","375","700","160","300","1,665","125","30,625"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","0","0","660","95","0","0","0","135","0","0","10","5","0","1,960","0","2,865"
"10007154","University of Nottingham","2,910","3,950","1,635","1,525","1,765","335","1,550","995","4,225","1,755","1,005","430","3,150","1,375","3,290","1,720","1,845","1,295","360","500","90","470","36,180"
"10004797","The Nottingham Trent University","30","2,860","2,075","2,450","200","705","805","525","2,090","2,180","1,925","145","3,985","2,830","7,615","305","330","1,205","125","910","5,200","50","38,555"
"10007773","The Open University","0","6,380","3,390","20,610","0","0","3,520","3,725","5,565","11,560","10","3,385","13,785","7,450","10,790","5,920","5,570","7,430","21,890","0","2,170","105","133,265"
"10004930","Oxford Brookes University","120","2,890","815","550","5","70","0","25","1,020","655","1,655","105","5,115","645","7,295","415","285","705","120","410","495","10","23,405"
"10007774","The University of Oxford","1,715","1,410","1,405","305","0","5","2,120","1,445","1,510","1,010","70","490","2,565","1,310","1,265","2,845","3,810","600","2,560","45","415","270","27,160"
"10066143","Paris Dauphine International","0","0","0","0","0","0","0","0","0","0","0","0","55","0","100","0","0","0","0","0","0","0","150"
"10083464","Peking University HSBC Business School UK Campus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","45"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250","0","250"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","0","20","985","0","1,070"
"10007801","University of Plymouth","1,540","5,510","1,080","1,315","0","85","130","170","930","815","575","1,115","1,225","460","1,810","245","250","845","5","15","945","160","19,230"
"10019178","Point Blank Music School","0","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","0","0","360","0","860"
"10007155","The University of Portsmouth","95","2,180","1,105","1,505","0","0","675","230","2,280","2,695","1,335","555","3,310","800","4,330","730","180","740","10","415","1,305","55","24,525"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","25"
"10005337","Queen Margaret University, Edinburgh","0","3,690","0","300","0","0","0","0","0","75","0","0","280","0","520","80","0","870","10","475","535","0","6,835"
"10007775","Queen Mary University of London","4,305","1,315","1,065","675","0","0","835","1,410","2,075","2,305","0","280","3,300","2,125","3,845","995","620","460","50","175","165","90","26,080"
"10025197","University Centre Quayside Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165","0","0","0","0","0","0","0","165"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","0","180"
"10005544","Royal Academy of Dance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","120","0","215"
"10005378","Rambert School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","0","160"
"10005389","Ravensbourne University London","0","0","0","5","0","0","0","0","55","715","225","0","0","0","3,565","0","0","0","405","190","1,395","0","6,555"
"10005470","Richmond, The American International University in London","0","0","0","70","0","0","0","0","0","110","0","0","105","0","770","0","20","0","0","90","10","0","1,175"
"10007802","The University of Reading","80","1,910","710","1,415","0","450","165","195","180","725","695","410","1,680","1,145","6,520","665","840","1,490","130","75","555","215","20,245"
"10086591","Regent's University London Limited","0","325","0","105","0","0","0","25","0","35","0","0","40","0","1,335","10","5","20","150","95","260","0","2,405"
"10021100","Regents Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","0","0","0","5","0","135"
"10023871","Results Consortium Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","580","0","0","55","0","0","0","0","635"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","55"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","555","0","0","750","0","3,610","0","0","0","0","0","0","0","4,920"
"10005500","Robert Gordon University","0","4,430","305","75","0","0","120","0","1,050","1,210","480","0","860","870","3,275","0","0","295","70","915","630","0","14,585"
"10007776","Roehampton University","0","1,745","355","850","0","0","0","150","170","740","0","0","715","515","4,615","205","325","1,030","60","250","325","0","12,050"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","40","65","0","0","0","0","0","0","0","5","0","0","780","0","895"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","795","0","795"
"10005545","Royal Agricultural University","0","0","40","0","0","610","0","0","0","0","5","0","0","0","345","0","5","0","0","0","0","0","1,010"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","0","0","195","0","0","0","0","0","40","15","0","0","2,595","0","2,850"
"10007778","Royal College of Music","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","945","0","970"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145","0","0","1,075","0","1,220"
"10007816","The Royal Central School of Speech and Drama","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","920","0","930"
"10005553","Royal Holloway and Bedford New College","0","330","615","1,255","0","5","245","175","140","1,565","0","270","1,840","1,100","2,380","785","915","105","100","290","730","135","12,975"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","860","0","860"
"10007779","The Royal Veterinary College","0","0","205","0","2,095","205","0","0","0","0","0","0","0","0","0","0","0","55","40","0","0","0","2,600"
"10007803","The University of St. Andrews","750","105","665","620","0","5","1,135","600","0","670","0","640","1,900","0","630","1,865","1,820","25","195","145","0","115","11,895"
"10007839","SAE Education Limited","0","0","0","0","0","0","0","0","240","215","0","0","0","0","15","0","0","0","5","55","245","0","775"
"10007782","St George's, University of London","1,460","1,970","140","0","0","0","0","0","0","0","0","0","205","0","0","0","0","45","30","0","10","0","3,855"
"10008026","St Mary's University College","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","720","275","0","0","0","1,015"
"10007843","St Mary's University, Twickenham","0","715","1,210","305","0","0","0","0","10","65","0","0","185","380","2,430","60","235","1,290","30","145","130","0","7,190"
"10007156","The University of Salford","75","7,635","1,025","615","0","0","540","50","1,480","1,635","1,755","140","1,110","1,775","3,845","350","85","30","65","750","3,190","10","26,155"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","50"
"10008362","London School of Science and Technology Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","155","0","0","0","0","160"
"10007780","SOAS University of London","0","0","0","0","0","0","0","5","0","0","0","0","2,625","1,110","585","855","600","0","390","60","60","0","6,285"
"10005700","SRUC","0","0","0","0","150","1,180","0","0","0","0","0","290","0","0","85","0","0","55","0","0","0","40","1,795"
"10005790","Sheffield Hallam University","0","8,565","1,220","1,370","0","225","195","165","2,045","2,235","1,220","300","2,905","1,440","5,240","365","200","1,830","25","775","1,860","65","32,235"
"10007157","The University of Sheffield","2,435","2,495","1,240","1,370","0","10","845","580","6,185","1,420","1,560","300","3,345","1,075","2,655","1,665","1,190","675","180","1,370","275","210","31,070"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240"
"10006022","Solent University","0","725","820","325","0","0","5","0","1,300","1,280","275","0","470","210","2,110","10","5","85","15","480","1,535","0","9,650"
"10007158","The University of Southampton","1,590","1,750","1,460","1,100","0","0","1,210","1,105","3,735","1,600","5","925","1,905","745","3,955","645","1,015","1,050","115","595","1,345","145","25,995"
"10088214","S P Jain London School of Management Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","45"
"10006093","Spurgeon's College","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","0","0","0","0","0","215"
"10006299","Staffordshire University","5","2,990","375","690","0","40","250","0","1,100","3,385","0","0","1,295","2,210","3,705","35","25","1,000","80","130","1,715","0","19,030"
"10008098","Study Group","0","0","45","0","0","0","45","0","190","145","0","0","500","75","605","0","0","0","235","45","0","0","1,890"
"10007804","The University of Stirling","0","1,745","1,340","990","20","50","25","165","0","770","95","365","1,615","585","2,490","505","475","800","0","680","130","15","12,865"
"10037449","University of St Mark and St John","0","505","390","130","0","0","45","0","0","0","0","0","195","0","45","25","0","835","260","85","340","0","2,850"
"10090767","St Padarn's Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","210","0","0","0","0","0","210"
"10008010","Stranmillis University College","0","0","50","0","0","0","0","10","0","0","0","0","465","0","30","0","30","825","0","0","15","0","1,425"
"10022944","Stratford College London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","20","0","0","0","0","40"
"10007805","The University of Strathclyde","5","1,720","535","715","0","0","1,385","695","4,825","1,240","615","55","2,025","1,065","3,785","695","610","2,190","610","280","155","50","23,265"
"10014001","University of Suffolk","20","1,395","180","155","0","10","45","0","25","285","25","105","725","45","10,420","70","70","170","0","5","160","0","13,915"
"10007159","The University of Sunderland","505","5,345","315","435","0","20","285","5","480","1,015","0","0","1,370","545","7,330","50","0","1,245","0","335","695","0","19,975"
"10007160","The University of Surrey","70","2,665","680","1,320","860","100","625","280","1,820","1,225","0","130","1,475","640","2,880","310","10","310","25","130","775","0","16,315"
"10007806","The University of Sussex","690","745","625","2,120","0","0","420","345","615","1,240","0","150","3,720","1,270","3,710","645","640","770","170","715","430","200","19,220"
"10007855","Swansea University","745","3,395","1,525","980","0","0","475","245","2,835","1,670","0","320","2,290","1,255","3,470","535","570","415","65","345","0","90","21,225"
"10083403","The Engineering and Design Institute London","0","0","0","0","0","0","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"10007161","Teesside University","150","7,070","505","830","0","565","480","25","3,440","3,505","145","40","1,655","705","3,125","255","115","1,235","5","430","575","190","25,045"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","0","40","15","0","0","0","0","0","0","0","0","0","0","65","0","120"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,300","0","1,300"
"10007858","University of Wales Trinity Saint David","0","200","355","110","0","65","0","0","870","1,080","200","30","2,940","915","6,050","230","325","1,080","0","0","1,220","0","15,660"
"10068157","University Centre Peterborough","0","30","45","30","0","20","20","0","35","10","0","0","20","0","40","15","0","65","0","45","195","0","570"
"10007114","University of the Highlands and Islands","40","1,030","480","200","0","380","110","0","760","430","160","320","1,910","0","1,140","375","440","665","100","140","835","15","9,530"
"10007807","Ulster University","475","5,185","970","680","0","45","305","0","2,000","2,360","1,165","435","2,730","895","10,935","395","165","545","420","670","1,525","15","31,915"
"10039956","The University of Law","0","0","0","190","0","0","0","0","0","540","0","0","335","15,295","1,775","0","20","115","0","0","0","5","18,285"
"10024766","Union Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","0","0","0","0","95"
"10007784","University College London","5,360","4,195","2,175","3,010","0","0","3,140","1,630","4,605","1,865","3,160","910","5,645","1,145","2,015","2,090","2,585","4,785","1,470","555","460","630","51,435"
"10007793","University of South Wales","50","4,565","1,440","825","90","80","355","100","1,695","1,560","590","135","1,225","2,690","4,065","75","80","1,140","135","370","2,370","45","23,670"
"10029843","Waltham International College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","10"
"10007163","The University of Warwick","1,300","790","1,180","840","0","0","1,505","2,345","3,860","1,000","0","350","4,645","1,065","5,755","1,345","1,630","855","370","310","295","0","29,435"
"10007361","Waverley Abbey College","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","250"
"10007164","University of the West of England, Bristol","0","6,745","790","1,320","0","0","430","95","2,645","2,345","2,475","150","5,170","1,775","5,980","455","300","1,380","40","615","2,920","295","35,925"
"10007800","The University of the West of Scotland","0","3,910","1,055","535","0","0","230","40","630","1,100","0","25","2,175","190","4,475","95","0","1,425","85","105","690","15","16,780"
"10032288","West Dean College","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","10","25","0","0","0","195","0","240"
"10006566","The University of West London","0","3,625","35","390","0","80","165","30","470","1,925","280","0","530","375","7,610","40","0","200","255","115","2,290","0","18,410"
"10007165","The University of Westminster","0","570","1,885","1,270","0","0","0","0","185","2,280","2,455","0","1,285","1,555","5,815","630","85","150","730","690","2,455","0","22,040"
"10003614","The University of Winchester","0","895","205","495","0","35","0","15","0","335","0","45","1,325","285","915","310","630","1,200","45","225","560","0","7,515"
"10007166","The University of Wolverhampton","0","6,605","695","2,465","0","5","145","60","595","1,435","725","20","1,780","610","2,130","335","225","1,290","5","70","505","0","19,700"
"10007139","University of Worcester","70","3,140","960","435","0","0","80","0","70","225","0","75","880","260","815","160","95","1,385","5","90","370","50","9,160"
"10007833","Wrexham University","0","1,580","150","280","60","90","125","50","610","660","60","10","805","85","2,720","65","40","1,190","35","140","235","0","8,990"
"10007657","Writtle University College","0","15","45","0","265","445","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","825"
"10007713","York St John University","0","990","380","645","0","0","0","0","0","870","0","90","870","450","3,410","870","370","730","20","270","905","40","10,905"
"10007167","The University of York","770","800","1,450","1,040","0","0","1,855","715","670","2,075","30","300","3,015","1,025","2,755","1,460","2,025","780","165","270","925","320","22,445"
"","Total","85,510","365,850","115,205","139,965","12,880","19,540","65,100","45,050","179,015","192,140","66,345","33,465","279,860","144,900","595,620","80,180","77,425","119,115","45,065","47,585","182,370","12,240","2,904,425"
